,N,AS,MR,MS,MVP
N,97.5,0.0,0.5,0.5,1.5
AS,0.5,96.0,2.5,0.5,0.5
MR,1.0,2.5,93.5,2.5,0.5
MS,0.0,1.5,1.0,93.5,4.0
MVP,4.5,3.0,0.5,2.0,90.0
