comparación,distancia
N-AS,0.5207155715219675
N-MR,0.09129081904156117
N-MS,0.17226897780502448
N-MVP,0.28594701567695535
AS-MR,0.6120063905635287
AS-MS,0.6929845493269919
AS-MVP,0.2347685558450121
MR-MS,0.08097815876346331
MR-MVP,0.3772378347185165
MS-MVP,0.45821599348197983
