comparación,distancia
N-AS,0.42774975911417135
N-MR,0.03606836243958489
N-MS,0.01871670921263968
N-MVP,0.3165269031388225
AS-MR,0.46381812155375624
AS-MS,0.44646646832681103
AS-MVP,0.7442766622529938
MR-MS,0.017351653226945207
MR-MVP,0.2804585406992376
MS-MVP,0.2978101939261828
