comparación,distancia
N-AS,0.04713808020009452
N-MR,0.040089151513464594
N-MS,0.33275477499288975
N-MVP,0.1616892818308574
AS-MR,0.0070489286866299294
AS-MS,0.37989285519298427
AS-MVP,0.20882736203095192
MR-MS,0.37284392650635434
MR-MVP,0.201778433344322
MS-MVP,0.17106549316203234
