,N,AS,MR,MS,MVP
N,93.0,0.0,1.0,1.5,4.5
AS,0.0,90.0,3.5000000000000004,3.5000000000000004,3.0
MR,0.0,6.5,80.5,11.0,2.0
MS,3.0,4.5,2.0,86.5,4.0
MVP,3.0,8.0,4.0,5.0,80.0
