,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,0,0,1,2
real_AS,0,33,3,4,0
real_MR,1,6,31,2,0
real_MS,2,5,2,29,2
real_MVP,11,4,8,6,11
