distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
12-4,2,KNN,DeepONMF_H2,1,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
12-4,2,KNN,DeepONMF_H2,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
12-4,2,KNN,DeepONMF_H2,3,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
12-4,2,KNN,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
12-4,2,KNN,DeepONMF_H2,5,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
12-4,2,KNN,DeepONMF_W,1,149,31,9,11,0.9,0.93125,0.775,0.9430379746835443,0.853125
12-4,2,KNN,DeepONMF_W,2,145,36,4,15,0.905,0.90625,0.9,0.9731543624161074,0.903125
12-4,2,KNN,DeepONMF_W,3,143,36,4,17,0.895,0.89375,0.9,0.9727891156462585,0.8968750000000001
12-4,2,KNN,DeepONMF_W,4,144,32,8,16,0.88,0.9,0.8,0.9473684210526315,0.8500000000000001
12-4,2,KNN,DeepONMF_W,5,150,34,6,10,0.92,0.9375,0.85,0.9615384615384616,0.89375
12-4,2,SVM,DeepONMF_H2,1,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
12-4,2,SVM,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
12-4,2,SVM,DeepONMF_H2,3,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
12-4,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
12-4,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
12-4,2,SVM,DeepONMF_W,1,148,38,2,12,0.93,0.925,0.95,0.9866666666666667,0.9375
12-4,2,SVM,DeepONMF_W,2,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
12-4,2,SVM,DeepONMF_W,3,149,37,3,11,0.93,0.93125,0.925,0.9802631578947368,0.9281250000000001
12-4,2,SVM,DeepONMF_W,4,150,38,2,10,0.94,0.9375,0.95,0.9868421052631579,0.94375
12-4,2,SVM,DeepONMF_W,5,149,37,3,11,0.93,0.93125,0.925,0.9802631578947368,0.9281250000000001
12-4,2,UjaNet,DeepONMF_H2,1,160,37,3,0,0.985,1.0,0.925,0.9815950920245399,0.9625
12-4,2,UjaNet,DeepONMF_H2,2,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
12-4,2,UjaNet,DeepONMF_H2,3,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
12-4,2,UjaNet,DeepONMF_H2,4,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
12-4,2,UjaNet,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
12-4,2,UjaNet,DeepONMF_W,1,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
12-4,2,UjaNet,DeepONMF_W,2,155,38,2,5,0.965,0.96875,0.95,0.9872611464968153,0.959375
12-4,2,UjaNet,DeepONMF_W,3,148,37,3,12,0.925,0.925,0.925,0.9801324503311258,0.925
12-4,2,UjaNet,DeepONMF_W,4,152,38,2,8,0.95,0.95,0.95,0.987012987012987,0.95
12-4,2,UjaNet,DeepONMF_W,5,159,33,7,1,0.96,0.99375,0.825,0.9578313253012049,0.909375
