,N,AS,MR,MS,MVP
N,95.0,0.0,0.5,0.5,4.0
AS,0.0,94.0,4.5,0.0,1.5
MR,1.0,8.0,89.0,1.0,1.0
MS,0.5,1.0,1.5,93.5,3.5000000000000004
MVP,4.5,4.0,4.0,1.5,86.0
