,N,AS,MR,MS,MVP
N,97.5,0.0,0.5,0.0,2.0
AS,0.5,95.5,2.0,0.5,1.5
MR,1.0,1.0,93.5,3.0,1.5
MS,0.0,2.0,1.0,93.5,3.5000000000000004
MVP,2.5,5.0,1.0,1.5,90.0
