comparación,distancia
N-AS,0.3977935791877434
N-MR,0.7769507104654981
N-MS,0.0076098107388355984
N-MVP,0.7457674806522824
AS-MR,0.37915713127775474
AS-MS,0.405403389926579
AS-MVP,0.347973901464539
MR-MS,0.7845605212043337
MR-MVP,0.03118322981321575
MS-MVP,0.753377291391118
