comparación,distancia
N-AS,0.008623799421191736
N-MR,0.46585399758605384
N-MS,0.27818224720278373
N-MVP,0.5328021532831756
AS-MR,0.47447779700724557
AS-MS,0.28680604662397546
AS-MVP,0.5414259527043673
MR-MS,0.1876717503832701
MR-MVP,0.06694815569712176
MS-MVP,0.25461990608039187
