clase,archivo,origen,tSNE_1,tSNE_2
N,columna_H_000312,columnas_H_final,-21.512922,18.7741
N,columna_H_000966,columnas_H_final,3.2180479,-4.303894
N,columna_H_001310,columnas_H_final,32.18927,-10.377104
N,columna_H_001475,columnas_H_final,-9.646477,13.544039
N,columna_H_001583,columnas_H_final,-20.697374,17.264904
N,columna_H_001859,columnas_H_final,-4.932751,2.0588796
N,columna_H_002480,columnas_H_final,-9.837091,14.980567
N,columna_H_002707,columnas_H_final,-3.322482,0.87321806
N,columna_H_002882,columnas_H_final,-11.030499,10.523272
N,columna_H_003241,columnas_H_final,-30.040398,3.5484626
N,columna_H_003367,columnas_H_final,43.713272,19.095005
N,columna_H_003376,columnas_H_final,-4.888928,-4.998269
N,columna_H_003644,columnas_H_final,20.897417,15.43463
N,columna_H_003732,columnas_H_final,-21.539557,17.748358
N,columna_H_003783,columnas_H_final,-23.120493,18.394096
N,columna_H_003832,columnas_H_final,-7.6190634,3.4008029
N,columna_H_003851,columnas_H_final,29.945786,-18.769283
N,columna_H_003908,columnas_H_final,-10.494537,11.810801
N,columna_H_003993,columnas_H_final,-29.20523,10.877054
N,columna_H_004107,columnas_H_final,29.109316,30.049706
N,columna_H_004130,columnas_H_final,-20.787827,7.76416
N,columna_H_004517,columnas_H_final,-29.718485,2.2038593
N,columna_H_004868,columnas_H_final,-18.794842,6.51026
N,columna_H_005025,columnas_H_final,-17.686745,20.43088
N,columna_H_005373,columnas_H_final,-20.767561,19.138853
N,columna_H_005433,columnas_H_final,-19.908699,20.776587
N,columna_H_005517,columnas_H_final,29.10244,28.863161
N,columna_H_005938,columnas_H_final,38.168335,7.816315
N,columna_H_005942,columnas_H_final,29.706705,28.361317
N,columna_H_006484,columnas_H_final,4.171737,5.858959
N,columna_H_006549,columnas_H_final,41.65797,18.747362
N,columna_H_006825,columnas_H_final,39.542686,13.994774
N,columna_H_006865,columnas_H_final,29.639864,30.758198
N,columna_H_007011,columnas_H_final,0.8428451,-3.6826386
N,columna_H_007077,columnas_H_final,28.791613,30.313023
N,columna_H_007106,columnas_H_final,-10.448706,16.412346
N,columna_H_007742,columnas_H_final,26.162727,4.216035
N,columna_H_008045,columnas_H_final,-46.97168,-9.167603
N,columna_H_008261,columnas_H_final,-46.825356,-9.111279
N,columna_H_008494,columnas_H_final,-3.4135134,0.99274963
N,columna_H_008542,columnas_H_final,-47.270367,-9.251057
N,columna_H_009127,columnas_H_final,8.957237,-5.5472054
N,columna_H_009636,columnas_H_final,43.771145,-1.3489012
N,columna_H_009640,columnas_H_final,30.975441,-22.463776
N,columna_H_009951,columnas_H_final,44.59934,19.766453
N,columna_H_010166,columnas_H_final,-27.159712,12.22983
N,columna_H_010178,columnas_H_final,37.72906,9.186225
N,columna_H_010435,columnas_H_final,20.705465,16.875406
N,columna_H_011125,columnas_H_final,24.851223,-6.6968136
N,columna_H_011226,columnas_H_final,-27.716667,12.47616
N,columna_H_011325,columnas_H_final,-36.50988,5.719005
N,columna_H_011599,columnas_H_final,-26.352083,9.241324
N,columna_H_011743,columnas_H_final,-36.29328,6.854695
N,columna_H_011762,columnas_H_final,34.592686,11.77501
N,columna_H_011778,columnas_H_final,-24.292843,20.235199
N,columna_H_011971,columnas_H_final,30.95076,-20.988314
N,columna_H_012250,columnas_H_final,-22.548616,5.943059
N,columna_H_012491,columnas_H_final,23.623363,-7.492584
N,columna_H_012838,columnas_H_final,-24.643301,19.451
N,columna_H_012926,columnas_H_final,-17.911842,2.2867494
N,columna_H_013269,columnas_H_final,-32.787334,10.777955
N,columna_H_013670,columnas_H_final,10.731552,-7.3925104
N,columna_H_013833,columnas_H_final,-18.199179,2.946879
N,columna_H_014023,columnas_H_final,-33.587273,9.890729
N,columna_H_014227,columnas_H_final,-35.340458,5.367374
N,columna_H_014435,columnas_H_final,-25.917358,21.126907
N,columna_H_014590,columnas_H_final,-33.140133,12.058937
N,columna_H_014779,columnas_H_final,-3.401176,0.7161956
N,columna_H_015044,columnas_H_final,-23.805529,20.611988
N,columna_H_015408,columnas_H_final,22.01195,22.402012
N,columna_H_015445,columnas_H_final,-22.376522,20.959938
N,columna_H_015565,columnas_H_final,-20.432926,6.479378
N,columna_H_015600,columnas_H_final,-16.954838,20.29341
N,columna_H_015727,columnas_H_final,51.51702,-2.4899776
N,columna_H_015729,columnas_H_final,30.154543,-18.152102
N,columna_H_016223,columnas_H_final,-25.456293,19.58679
N,columna_H_016462,columnas_H_final,21.647762,15.626561
N,columna_H_017070,columnas_H_final,-26.697706,19.501081
N,columna_H_017294,columnas_H_final,-34.843155,7.9496393
N,columna_H_017377,columnas_H_final,-30.65685,12.117576
N,columna_H_017412,columnas_H_final,-16.540754,20.122538
N,columna_H_017443,columnas_H_final,13.670599,20.289211
N,columna_H_017787,columnas_H_final,40.535004,14.673032
N,columna_H_018358,columnas_H_final,-19.160381,19.654583
N,columna_H_018478,columnas_H_final,-10.706878,16.850933
N,columna_H_018489,columnas_H_final,23.38757,-9.793331
N,columna_H_018567,columnas_H_final,-23.61702,14.275034
N,columna_H_018574,columnas_H_final,43.866837,18.440405
N,columna_H_018606,columnas_H_final,-23.090149,8.236711
N,columna_H_018689,columnas_H_final,-23.747828,16.27878
N,columna_H_018810,columnas_H_final,-2.600847,3.1972482
N,columna_H_018914,columnas_H_final,28.21051,-8.831458
N,columna_H_018996,columnas_H_final,-9.666796,6.862882
N,columna_H_019048,columnas_H_final,-24.967758,20.746685
N,columna_H_019101,columnas_H_final,-25.72533,8.903941
N,columna_H_019109,columnas_H_final,-32.938812,6.4624224
N,columna_H_019145,columnas_H_final,-0.5848021,11.675508
N,columna_H_019484,columnas_H_final,12.080728,-5.3508635
N,columna_H_019506,columnas_H_final,49.332806,-3.3559923
N,columna_H_019658,columnas_H_final,-3.3899882,3.153098
N,columna_H_019661,columnas_H_final,-8.393353,12.777572
N,columna_H_019810,columnas_H_final,45.93524,-2.3783224
