indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h
0,2-16,2,0.16011742576593835,16x212,0.015820900007383898,2,0.1479943492931178,0.17949546605755423,16,0.03072935643158594,0.27874181046689256
1,2-16,2,0.154795884371813,16x212,0.015118799987249076,2,0.14578798628521816,0.1192278703423002,16,0.02360124954163503,0.24083523264657034
2,2-16,2,0.16218578569930797,16x212,0.013876999990316108,2,0.15189010659731592,0.1306747229423307,16,0.026706420535269355,0.29614703566000883
3,2-16,2,0.15049336403146937,16x212,0.012247200007550418,2,0.13737658415681991,0.1259298342091516,16,0.029108137728853758,0.22682696214789658
4,2-16,2,0.15553357918828,16x212,0.014089700009208173,2,0.14671531339250005,0.2378465204684902,16,0.025415839294763987,0.2915592481025376
5,2-16,2,0.1698232953340114,16x212,0.013661599979968742,2,0.15763507922056472,0.08869916946155564,16,0.03188287342788494,0.23386360065836154
6,2-16,2,0.1628943153495001,16x212,0.014407000009668991,2,0.1520347169351231,0.1425907793620288,16,0.02663190422403998,0.21197792836402923
7,2-16,2,0.16896280824751506,16x212,0.01335670001571998,2,0.15838975892672455,0.15485783711687473,16,0.029468959140808597,0.2546082887907666
8,2-16,2,0.165243911773882,16x212,0.0138810999924317,2,0.1531665687690685,0.14058937909799885,16,0.03150772448031899,0.2901723094852667
9,2-16,2,0.1856356429943926,16x212,0.011759100016206503,2,0.1768531965299632,0.1973384410432711,16,0.027744794387789623,0.25907529984275485
10,2-16,2,0.17029369260360466,16x212,0.0137535999820102,2,0.1618441050148789,0.12664661721322384,16,0.023358837164560248,0.24558631771992806
11,2-16,2,0.1711333783585202,16x212,0.012026999989757314,2,0.16146857636449338,0.1390623565008549,16,0.02744976450517909,0.25751120454605514
12,2-16,2,0.1558957740503453,16x212,0.01360989999375306,2,0.14436239557615008,0.22343254479539215,16,0.029469808532236914,0.30013301361549904
13,2-16,2,0.16695994805726244,16x212,0.01266320000286214,2,0.1563987698502863,0.1966878393136966,16,0.029575504604273693,0.21364458430602834
14,2-16,2,0.15868869306979885,16x212,0.01381010000477545,2,0.148219508499859,0.14692686580617198,16,0.028128545161467785,0.28437609318282286
15,2-16,2,0.16929138489407558,16x212,0.011249400005908683,2,0.15923234608169018,0.19367445149942625,16,0.029497412421475196,0.2770150059525218
16,2-16,2,0.16690235919971055,16x212,0.013698200025828555,2,0.15670842595162376,0.10728729989179879,16,0.027906857424208092,0.20820127143994246
17,2-16,2,0.15316811178561063,16x212,0.019372600014321506,2,0.14238411070230533,0.3282374808458254,16,0.030748840705547835,0.31522923357684646
18,2-16,2,0.1634496920586733,16x212,0.011901199992280453,2,0.15205840905079115,0.14101258715451412,16,0.029221975998939546,0.21500009109223656
19,2-16,2,0.1655811810232445,16x212,0.01218469999730587,2,0.1595074303056392,0.17804904924813866,16,0.019214965223723804,0.40506012849776796
20,2-16,2,0.11700037550976498,16x212,0.013858400023309514,2,0.10588769587110448,0.6653308608379369,16,0.028396353477032923,0.36207160245618664
21,2-16,2,0.16667592261188288,16x212,0.014588799997000024,2,0.1578758073182814,0.18851118065145406,16,0.025926122914109524,0.25804929713895214
22,2-16,2,0.17561906052709697,16x212,0.014404400018975139,2,0.16802654515565044,0.08946883950885297,16,0.021259252002325646,0.22354317936074106
23,2-16,2,0.16193674670886632,16x212,0.017300400009844452,2,0.14802973942378364,0.09958594619241161,16,0.03364636694881511,0.2693655063508683
