,N,AS,MR,MS,MVP
N,98.0,0.0,0.5,0.0,1.5
AS,0.5,94.5,3.0,0.5,1.5
MR,2.0,0.5,94.5,1.5,1.5
MS,0.0,1.5,1.0,93.0,4.5
MVP,2.5,3.0,1.0,2.5,91.0
