indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,N,New_N_001.wav,3-17,2,0.16100404111978245,126x17,17x212,3,0.14867056620646507,0.09331638693580924,0.014503899990813807,17,0.03299045419624066,0.1815419877159853,0.007929699990199879
1,N,New_N_002.wav,3-17,2,0.14416419482407183,126x17,17x212,3,0.1271964707369011,0.1826293623070008,0.009025300008943304,17,0.03742109480214069,0.24721860361427758,0.010664000001270324
2,N,New_N_003.wav,3-17,2,0.14257747172241603,126x17,17x212,3,0.13043172704949407,0.23643271825103415,0.01062770001590252,17,0.028146360673311173,0.23808398283422771,0.0065082999935839325
3,N,New_N_004.wav,3-17,2,0.12818293009289622,126x17,17x212,3,0.11509852525344635,0.23659904236348572,0.015674700000090525,17,0.029910465743515437,0.20902260761417377,0.01273139999830164
4,N,New_N_005.wav,3-17,2,0.16594022509732834,126x17,17x212,3,0.1538507595766817,0.16619301424104208,0.013426699995761737,17,0.0325863579913701,0.20758920446791754,0.011166700016474351
5,N,New_N_006.wav,3-17,2,0.16657138805939395,126x17,17x212,3,0.154490546667283,0.11243708834845458,0.00966879999032244,17,0.03419601201815905,0.18843997482500613,0.00856079999357462
6,N,New_N_007.wav,3-17,2,0.13773007287545355,126x17,17x212,3,0.12506707596315,0.26021199191396843,0.01398029999108985,17,0.030219573634560803,0.17577305288812964,0.00728950000484474
7,N,New_N_008.wav,3-17,2,0.16218396245372071,126x17,17x212,3,0.1497194177982199,0.18729341150724532,0.010242600023047999,17,0.034736325380667496,0.16528412444151605,0.008385300025111064
8,N,New_N_009.wav,3-17,2,0.13018280699981252,126x17,17x212,3,0.11663477356549616,0.32409053151583145,0.009261300001526251,17,0.027997564373378924,0.24479617240301135,0.007936100009828806
9,N,New_N_010.wav,3-17,2,0.13766587658565482,126x17,17x212,3,0.12593208005699444,0.22758892760398708,0.009584300016285852,17,0.028774000891700145,0.17169622461386727,0.007241799990879372
10,N,New_N_011.wav,3-17,2,0.15075703540207547,126x17,17x212,3,0.136707552942858,0.19871774919386576,0.01132550000329502,17,0.034853792510879125,0.2996873430550152,0.006917299993801862
11,N,New_N_012.wav,3-17,2,0.1330877327433573,126x17,17x212,3,0.12045155194917186,0.3056236364616532,0.013955900009023026,17,0.029401011612403466,0.22791841510898436,0.008087900001555681
