indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h
0,18-13-10,3,0.2232209898547063,10x212,0.03812599999946542,18,0.03998735568221628,0.3643826149591064,13,0.1591940842364938,0.21089583920231675,10,0.27784735788531734,0.1716634555126951
1,18-13-10,3,0.21071261609893224,10x212,0.03886840000632219,18,0.03791496502249451,0.35803919915327115,13,0.19399214410304386,0.17188630058257326,10,0.2575556686803491,0.1379077705213393
2,18-13-10,3,0.19145513875117676,10x212,0.03478100002394058,18,0.048228811316783866,0.35985152645260876,13,0.1773269900430943,0.16078938339641483,10,0.20806903654549205,0.11980681245722725
3,18-13-10,3,0.2341123397810732,10x212,0.04253520001657307,18,0.04851902997250851,0.384366596695397,13,0.2180459912509395,0.20752731339172031,10,0.23871312295962857,0.1639839054063439
4,18-13-10,3,0.22581692255414113,10x212,0.03609790001064539,18,0.04924518080190482,0.3946543646823873,13,0.22604401297112778,0.183793598005474,10,0.2729131975455321,0.1487856148752763
5,18-13-10,3,0.22817854828183143,10x212,0.04097580001689494,18,0.04886225523419571,0.38525265459346314,13,0.21694919447867284,0.16221031347077572,10,0.3221345634252215,0.143150473471192
6,18-13-10,3,0.22115890541092226,10x212,0.04798279999522492,18,0.044263506508192385,0.37836085721557905,13,0.21910798244763188,0.18621936783210336,10,0.2763723809227533,0.1471974134299104
7,18-13-10,3,0.2286146911334513,10x212,0.04009819999919273,18,0.04866160869295588,0.3664073323381602,13,0.20405128271531647,0.16686782073300038,10,0.28909356475328934,0.12901625930722296
8,18-13-10,3,0.24134792638971608,10x212,0.03952329998719506,18,0.04455950506362745,0.4149437056222337,13,0.23274770269272582,0.14481673679275148,10,0.343815977033096,0.1245575067515647
9,18-13-10,3,0.22829708903696352,10x212,0.033517800009576604,18,0.04751037662154647,0.3507195809994879,13,0.2215144581918339,0.13232509160382877,10,0.29712784887427945,0.09819473831898132
