,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,1,3
real_AS,0,34,4,2,0
real_MR,0,7,26,5,2
real_MS,0,7,0,31,2
real_MVP,2,2,6,7,23
