,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,35,0,0,2,3
real_AS,0,34,1,3,2
real_MR,0,3,34,3,0
real_MS,1,3,0,30,6
real_MVP,1,4,5,5,25
