base,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
original,DeepONMF_H3,1,PROMEDIO_MACRO,1,16,4,4,0.68,0.2,0.8,0.04,0.5,5
original,DeepONMF_H3,2,PROMEDIO_MACRO,1,16,4,4,0.68,0.2,0.8,0.05,0.5,5
