,N,AS,MR,MS,MVP
N,99.0,0.0,0.5,0.0,0.5
AS,0.0,95.0,2.5,0.5,2.0
MR,0.0,4.0,91.5,2.5,2.0
MS,0.0,0.5,1.0,93.5,5.0
MVP,2.5,2.5,2.5,2.0,90.5
