clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,34,140,20,6,0.87,0.85,0.875,0.6296296296296297,0.8625,40
AS,29,133,27,11,0.81,0.725,0.83125,0.5178571428571429,0.778125,40
MR,28,152,8,12,0.9,0.7,0.95,0.7777777777777778,0.825,40
MS,15,153,7,25,0.84,0.375,0.95625,0.6818181818181818,0.665625,40
MVP,21,149,11,19,0.85,0.525,0.93125,0.65625,0.728125,40
PROMEDIO_MACRO,127,727,73,73,0.8539999999999999,0.635,0.9087500000000001,0.6526665464165464,0.771875,200
