,N,AS,MR,MS,MVP
N,98.0,0.0,0.5,0.5,1.0
AS,0.0,95.5,3.5000000000000004,0.5,0.5
MR,3.0,4.5,89.0,3.0,0.5
MS,0.5,1.0,1.0,95.0,2.5
MVP,1.5,1.5,1.0,1.5,94.5
