clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,0,4,0,1,0.8,0.0,1.0,0.0,0.5,1
AS,1,3,1,0,0.8,1.0,0.75,0.5,0.875,1
MR,0,4,0,1,0.8,0.0,1.0,0.0,0.5,1
MS,1,2,2,0,0.6,1.0,0.5,0.3333333333333333,0.75,1
MVP,0,4,0,1,0.8,0.0,1.0,0.0,0.5,1
PROMEDIO_MACRO,2,17,3,3,0.7600000000000001,0.4,0.85,0.16666666666666666,0.625,5
