distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
9-8-4,3,KNN,DeepONMF_H3,1,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
9-8-4,3,KNN,DeepONMF_H3,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
9-8-4,3,KNN,DeepONMF_H3,3,155,32,8,5,0.935,0.96875,0.8,0.950920245398773,0.884375
9-8-4,3,KNN,DeepONMF_H3,4,155,34,6,5,0.945,0.96875,0.85,0.9627329192546584,0.909375
9-8-4,3,KNN,DeepONMF_H3,5,159,31,9,1,0.95,0.99375,0.775,0.9464285714285714,0.884375
9-8-4,3,KNN,DeepONMF_W,1,146,32,8,14,0.89,0.9125,0.8,0.948051948051948,0.85625
9-8-4,3,KNN,DeepONMF_W,2,144,36,4,16,0.9,0.9,0.9,0.972972972972973,0.9
9-8-4,3,KNN,DeepONMF_W,3,146,34,6,14,0.9,0.9125,0.85,0.9605263157894737,0.88125
9-8-4,3,KNN,DeepONMF_W,4,146,35,5,14,0.905,0.9125,0.875,0.9668874172185431,0.89375
9-8-4,3,KNN,DeepONMF_W,5,149,33,7,11,0.91,0.93125,0.825,0.9551282051282052,0.878125
9-8-4,3,SVM,DeepONMF_H3,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
9-8-4,3,SVM,DeepONMF_H3,2,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
9-8-4,3,SVM,DeepONMF_H3,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
9-8-4,3,SVM,DeepONMF_H3,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
9-8-4,3,SVM,DeepONMF_H3,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
9-8-4,3,SVM,DeepONMF_W,1,145,39,1,15,0.92,0.90625,0.975,0.9931506849315068,0.940625
9-8-4,3,SVM,DeepONMF_W,2,143,38,2,17,0.905,0.89375,0.95,0.9862068965517241,0.921875
9-8-4,3,SVM,DeepONMF_W,3,150,37,3,10,0.935,0.9375,0.925,0.9803921568627451,0.93125
9-8-4,3,SVM,DeepONMF_W,4,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
9-8-4,3,SVM,DeepONMF_W,5,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
9-8-4,3,UjaNet,DeepONMF_H3,1,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
9-8-4,3,UjaNet,DeepONMF_H3,2,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
9-8-4,3,UjaNet,DeepONMF_H3,3,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
9-8-4,3,UjaNet,DeepONMF_H3,4,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
9-8-4,3,UjaNet,DeepONMF_H3,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
9-8-4,3,UjaNet,DeepONMF_W,1,154,39,1,6,0.965,0.9625,0.975,0.9935483870967742,0.96875
9-8-4,3,UjaNet,DeepONMF_W,2,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
9-8-4,3,UjaNet,DeepONMF_W,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
9-8-4,3,UjaNet,DeepONMF_W,4,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
9-8-4,3,UjaNet,DeepONMF_W,5,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
