,N,AS,MR,MS,MVP
N,98.5,0.0,0.5,0.0,1.0
AS,0.0,95.0,3.5000000000000004,0.0,1.5
MR,2.5,4.5,89.5,2.0,1.5
MS,1.0,1.0,2.5,91.5,4.0
MVP,3.5000000000000004,2.0,2.0,2.0,90.5
