indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,N,New_N_001.wav,10-8-6-5,4,0.3485227673212639,126x5,5x212,10,0.06681057313835524,0.3928881729364507,0.016702699998859316,8,0.2099525455831148,0.2391544517312704,0.005875100003322586,6,0.3037027997190166,0.23419782175981385,0.008126300002913922,5,0.28167817315856825,0.23187309269877626,0.007495600002584979
1,N,New_N_002.wav,10-8-6-5,4,0.3552950807089499,126x5,5x212,10,0.06115734382872279,0.37122555396080664,0.016682499990565702,8,0.12817756663067573,0.2055414078402412,0.007344200013903901,6,0.2838767391463237,0.1719618659046937,0.006674899981589988,5,0.3539123670051431,0.16175554874678993,0.006925199995748699
2,N,New_N_003.wav,10-8-6-5,4,0.36906378777429283,126x5,5x212,10,0.0646034317495872,0.36246256560368695,0.01848740002606064,8,0.14675030155636612,0.20980120142469266,0.0063445999985560775,6,0.30857811157231724,0.22207433081449723,0.007740700006252155,5,0.3614715256326918,0.16339082773750668,0.007252000010339543
3,N,New_N_004.wav,10-8-6-5,4,0.3450863027226512,126x5,5x212,10,0.0668861645952475,0.3448538935174147,0.017867699993075803,8,0.2281024993703856,0.2016830536206283,0.005631699983496219,6,0.2854242328265851,0.14720162127145675,0.004517699999269098,5,0.27557398475782746,0.1588125313942707,0.004932100011501461
4,N,New_N_005.wav,10-8-6-5,4,0.3160920066614981,126x5,5x212,10,0.06681615204490755,0.34331445825852,0.013190000026952475,8,0.21802048605662352,0.22341822508705755,0.00504340001498349,6,0.3474492074921192,0.1860809801162987,0.00575749998097308,5,0.313106234905637,0.1793411701981466,0.004516999993938953
5,N,New_N_006.wav,10-8-6-5,4,0.3100232877144911,126x5,5x212,10,0.07019098790419794,0.3395757793991208,0.014995499979704618,8,0.21360667992478236,0.19084508621469312,0.005284500017296523,6,0.34473583712134137,0.18678069724685242,0.0043024000187870115,5,0.2577747426378782,0.1692709495459871,0.004560800007311627
6,N,New_N_007.wav,10-8-6-5,4,0.3320926833611844,126x5,5x212,10,0.06182090427054762,0.3667521317253434,0.012123799999244511,8,0.17901036470434803,0.20480338572143944,0.004600499989464879,6,0.36631171568036003,0.13946771856653523,0.005614900001091883,5,0.2995717938204185,0.15630443022650758,0.003996200015535578
7,N,New_N_008.wav,10-8-6-5,4,0.30607292947285347,126x5,5x212,10,0.05669710467968685,0.34490414397973523,0.013404900004388765,8,0.1905384094931617,0.21255841393819155,0.004865700000664219,6,0.30387261295610196,0.1881603026421102,0.0059597000072244555,5,0.3605408675871,0.18616475689648607,0.007745300012174994
8,N,New_N_009.wav,10-8-6-5,4,0.3522382747626263,126x5,5x212,10,0.058239813192381674,0.34715251683464715,0.01981339999474585,8,0.27134930482565206,0.19087991159767922,0.0065036999876610935,6,0.3626807813628654,0.20428082556481314,0.00847780000185594,5,0.2987852843801567,0.1958215698230132,0.008965500019257888
9,N,New_N_010.wav,10-8-6-5,4,0.29891583747685674,126x5,5x212,10,0.05909955267431485,0.33127047310067625,0.012930800003232434,8,0.22033791548448053,0.19338662487764507,0.008044499991228804,6,0.2963773859378934,0.1562379846412461,0.007995400024810806,5,0.24098409001600923,0.1375651840495058,0.005101599992485717
10,N,New_N_011.wav,10-8-6-5,4,0.3221560953432646,126x5,5x212,10,0.07313840331949643,0.37496962412829593,0.017587699985597283,8,0.2054511194678938,0.1982394759125661,0.006823400006396696,6,0.3168236224422275,0.1977872596274138,0.004344000015407801,5,0.2604155930111014,0.1907587269258108,0.007993100007297471
11,N,New_N_012.wav,10-8-6-5,4,0.34111810292979544,126x5,5x212,10,0.07084415181008981,0.3094849729539432,0.012498399999458343,8,0.14586566569116452,0.17228717982663014,0.0061861000140197575,6,0.2693670803516331,0.1534942535510432,0.005616400012513623,5,0.3754275406452437,0.14004157974934667,0.004276300023775548
12,N,New_N_013.wav,10-8-6-5,4,0.30414369659241725,126x5,5x212,10,0.06471269163153355,0.35648861279520716,0.018137300008675084,8,0.21195142064554248,0.22609445465778916,0.007468600000720471,6,0.3193808429423735,0.19795550480522292,0.008660300023620948,5,0.31065454131663317,0.19794387930202537,0.005875300004845485
13,N,New_N_014.wav,10-8-6-5,4,0.34276695530807577,126x5,5x212,10,0.06449428614174924,0.37686016659617594,0.01684450000175275,8,0.23207381850551703,0.21549499593206603,0.007143599999835715,6,0.30814135113631935,0.18319901336887182,0.006312000012258068,5,0.3023791948659862,0.18405573966940356,0.007103399984771386
14,N,New_N_015.wav,10-8-6-5,4,0.29170279849672565,126x5,5x212,10,0.06705701714053351,0.3231880190747862,0.019267199997557327,8,0.19547934893634283,0.23154533843166053,0.004327999980887398,6,0.21915860150490626,0.21153889619715857,0.004139199998462573,5,0.3018655589567128,0.18499644387117492,0.008111300005111843
15,N,New_N_016.wav,10-8-6-5,4,0.3192306089699657,126x5,5x212,10,0.06709054331870694,0.33422075314850885,0.01775400000042282,8,0.23636649034560864,0.16746297688527978,0.006554699997650459,6,0.2669586088881792,0.1290519515082547,0.008131399983540177,5,0.3160374440199399,0.12560217690135728,0.008131400012644008
16,N,New_N_017.wav,10-8-6-5,4,0.35727053045160373,126x5,5x212,10,0.07104860574531661,0.31973017609706794,0.016627200006041676,8,0.18952192185897473,0.17938014665630128,0.0053351000242400914,6,0.32837236389853103,0.18144605232141092,0.004820300004212186,5,0.2578357874731962,0.17768629957752752,0.005778499995358288
17,N,New_N_018.wav,10-8-6-5,4,0.32248671863560985,126x5,5x212,10,0.0736752765299382,0.36075757763523647,0.016569800005527213,8,0.17108067902466478,0.17553721168510808,0.007494999998016283,6,0.31244283907551124,0.1649961479138652,0.0062043000070843846,5,0.3189757428917851,0.14107977299023577,0.006702400016365573
18,N,New_N_019.wav,10-8-6-5,4,0.3199701719636995,126x5,5x212,10,0.05928623956190954,0.3125259673942836,0.019754799985093996,8,0.16244225974830528,0.21479915445249873,0.008950199990067631,6,0.29868397450184964,0.2202551471370101,0.007952500018291175,5,0.29788034070369174,0.18212007789676296,0.006309499993221834
19,N,New_N_020.wav,10-8-6-5,4,0.39784671427711227,126x5,5x212,10,0.06152207772096927,0.3689706007684146,0.01437009999062866,8,0.22281579096326595,0.17061741220171742,0.005934500019066036,6,0.3313333003192179,0.13670748089302803,0.004602900007739663,5,0.27818858398018953,0.12628210850426663,0.005675899999914691
20,N,New_N_021.wav,10-8-6-5,4,0.28530742053357516,126x5,5x212,10,0.0655117590544239,0.37629681484119115,0.017379600001731887,8,0.24251608756643606,0.24158870030322685,0.007546899985754862,6,0.25604558078578127,0.18910920700752717,0.009374500019475818,5,0.230151868761197,0.15771992648693392,0.008258599991677329
21,N,New_N_022.wav,10-8-6-5,4,0.3217982914731733,126x5,5x212,10,0.06195551213761429,0.3756072905631317,0.017866000009234995,8,0.17409259706422223,0.2209793832409702,0.005334799992851913,6,0.2720667037142694,0.18840421940331772,0.004146499995840713,5,0.2874748003359603,0.1913452931745388,0.0038514999905601144
22,N,New_N_023.wav,10-8-6-5,4,0.3038090056323947,126x5,5x212,10,0.05905322790217587,0.3589776450340597,0.018955899984575808,8,0.22390827390450346,0.16955595720792171,0.008177099982276559,6,0.31164264122159147,0.14208196378363322,0.004671200003940612,5,0.24864439814344927,0.1269283208455416,0.004481999989366159
23,N,New_N_024.wav,10-8-6-5,4,0.32406340157967084,126x5,5x212,10,0.06038489080597263,0.4169200218106769,0.018412200006423518,8,0.1815363355120554,0.16197588960561762,0.007718799985013902,6,0.32483277993557663,0.14893417870049316,0.0046864000032655895,5,0.2561220547817927,0.12598139589421503,0.005824799998663366
24,N,New_N_025.wav,10-8-6-5,4,0.3407106062816133,126x5,5x212,10,0.07188839182436269,0.3021322620883913,0.021561999979894608,8,0.13910991959869012,0.21812797849833426,0.005819299985887483,6,0.2846805596648552,0.20499982731477456,0.007605399994645268,5,0.28439929461382113,0.2108441491463267,0.006671200011624023
25,N,New_N_026.wav,10-8-6-5,4,0.30129443440508985,126x5,5x212,10,0.07718867613249943,0.32399721993483693,0.02126539999153465,8,0.2175984534476043,0.21738607322939055,0.00956669999868609,6,0.21623705262792456,0.18156861189275036,0.009471099998336285,5,0.24969475925430334,0.1674624057626469,0.009044999984325841
26,N,New_N_027.wav,10-8-6-5,4,0.3392126165885965,126x5,5x212,10,0.06945359585146639,0.3578989392719661,0.01739419999648817,8,0.19360763653825594,0.2180376919246617,0.008822100004181266,6,0.35722601045740016,0.2008832131619707,0.008014299994101748,5,0.2930083764282923,0.1872978664113396,0.00773840001784265
27,N,New_N_028.wav,10-8-6-5,4,0.32478871197847287,126x5,5x212,10,0.0666783004703393,0.3023040430328683,0.01744589998270385,8,0.19676147903222338,0.20823905242475124,0.00826290002441965,6,0.2630046784235295,0.18971939383148026,0.009109999984502792,5,0.2369332649147232,0.16770505965268606,0.008969899994553998
28,N,New_N_029.wav,10-8-6-5,4,0.3203704321469459,126x5,5x212,10,0.06916111683811102,0.34572991076074977,0.012461099977372214,8,0.2206662950797243,0.20116101960735788,0.005459600011818111,6,0.3255490538548305,0.17322289610410055,0.005133500002557412,5,0.23970759124587523,0.1462718890068754,0.006094299984397367
29,N,New_N_030.wav,10-8-6-5,4,0.3115231388094604,126x5,5x212,10,0.0669056489623246,0.38194704320419826,0.01953790002153255,8,0.12426670441002728,0.22996729914188993,0.007243900006869808,6,0.28784914982588217,0.20766833761769418,0.004221000010147691,5,0.2534398132351176,0.1878205489243616,0.00510270000086166
30,N,New_N_031.wav,10-8-6-5,4,0.3091084517271745,126x5,5x212,10,0.05688611069204056,0.3215684870960314,0.016231299989158288,8,0.20248236947363046,0.20183188409939318,0.004477499984204769,6,0.34253078554901567,0.19346802510588165,0.0043409999925643206,5,0.2949805466080697,0.19804324669951218,0.0051438999944366515
31,N,New_N_032.wav,10-8-6-5,4,0.29001531086529236,126x5,5x212,10,0.05865086053036648,0.3833631407414579,0.017121799988672137,8,0.18508892129179744,0.21712347487992537,0.008315499988384545,6,0.32477299165012585,0.18383955660260662,0.006559400004334748,5,0.2663131883509181,0.15409028516387904,0.006361600011587143
32,N,New_N_033.wav,10-8-6-5,4,0.32866608933058716,126x5,5x212,10,0.07555717318856035,0.3634623900811438,0.017138600000180304,8,0.1694218886195216,0.23719472478856224,0.009151000005658716,6,0.317097936325405,0.2026285537631672,0.005545799998799339,5,0.3011857415857392,0.19500870989272806,0.007091300009051338
33,N,New_N_034.wav,10-8-6-5,4,0.3117516579676641,126x5,5x212,10,0.06989315214736046,0.36552864630997656,0.01962550001917407,8,0.2727069376382023,0.17801700310208732,0.007226199988508597,6,0.37240858625760703,0.16468056053850424,0.008218900009524077,5,0.24755622275873038,0.13140363678525172,0.004572400008328259
34,N,New_N_035.wav,10-8-6-5,4,0.39147913712636556,126x5,5x212,10,0.06028890699178969,0.3069117629169673,0.018821900011971593,8,0.20572151552634546,0.16463887274294534,0.004927400004817173,6,0.2228467822034901,0.17909191199215987,0.004249999998137355,5,0.2724686845703263,0.14864127815880154,0.003999300010036677
35,N,New_N_036.wav,10-8-6-5,4,0.3930698738377986,126x5,5x212,10,0.06519994067090905,0.3614844907289765,0.012927700008731335,8,0.12335912262647944,0.1577351529454573,0.007299000018974766,6,0.24162423592566049,0.1555828206232656,0.00664199999300763,5,0.31954662624425456,0.13591529629545315,0.004927400004817173
36,N,New_N_037.wav,10-8-6-5,4,0.31854736293559255,126x5,5x212,10,0.05472514283372156,0.3369836870140131,0.018564099998911843,8,0.1620911242467716,0.15261995461333205,0.007893000001786277,6,0.2603402019942662,0.09619563238937003,0.00903469999320805,5,0.3261704318149086,0.09163195771906849,0.007633500004885718
37,N,New_N_038.wav,10-8-6-5,4,0.33411244442391924,126x5,5x212,10,0.05660505328868805,0.32272252012459923,0.018666099989786744,8,0.1399876225531476,0.14373248189720883,0.006984400009969249,6,0.26310938654539306,0.08121918962148807,0.007317800016608089,5,0.2964147538405018,0.0699268023267777,0.007438400003593415
38,N,New_N_039.wav,10-8-6-5,4,0.30391114491138477,126x5,5x212,10,0.04036035859898197,0.4435451098388398,0.0176299000158906,8,0.14874637865165571,0.16825829879077148,0.005110700003569946,6,0.2845413450296691,0.13735526516030871,0.0074939999904017895,5,0.31032157593286785,0.12415483537463956,0.007788599992636591
39,N,New_N_040.wav,10-8-6-5,4,0.3369380544046977,126x5,5x212,10,0.04724136891208161,0.3535745088185742,0.021085799991851673,8,0.11021989942448623,0.15506765153290886,0.010734500014223158,6,0.2351466405445911,0.1313871467465982,0.009627299994463101,5,0.2662859844132752,0.12277062629845355,0.009166899981210008
40,N,New_N_041.wav,10-8-6-5,4,0.31022932372468937,126x5,5x212,10,0.05454798740738684,0.39608345161080194,0.020347999990917742,8,0.13435890491933136,0.1756127602002915,0.0068039000034332275,6,0.2663830327553289,0.13479315635346817,0.007384900003671646,5,0.2693605732470594,0.12055314499248748,0.00475439999718219
41,N,New_N_042.wav,10-8-6-5,4,0.3719602468264971,126x5,5x212,10,0.057196602745634394,0.388474225680833,0.015289400005713105,8,0.20280596035126322,0.2088868183467203,0.005810899980133399,6,0.31759861574613746,0.1853186370994158,0.007208199996966869,5,0.31979947631293343,0.17579289300148015,0.00497219999670051
42,N,New_N_043.wav,10-8-6-5,4,0.32099828088939836,126x5,5x212,10,0.05095374691093799,0.3989306446979744,0.020404100010637194,8,0.15355810673425,0.19445934962551842,0.008956999983638525,6,0.30675627018513346,0.18555242426716795,0.008077300008153543,5,0.2983470063687374,0.16457407289639853,0.007288400025572628
43,N,New_N_044.wav,10-8-6-5,4,0.34643018703974426,126x5,5x212,10,0.06853864925229408,0.37501505670543583,0.013545099995099008,8,0.1062183895289707,0.15597983709482982,0.007796499994583428,6,0.2395569036513485,0.1437880071822379,0.0065987999842036515,5,0.21299108788609777,0.11762279670944494,0.007500100007746369
44,N,New_N_045.wav,10-8-6-5,4,0.2606151531901166,126x5,5x212,10,0.0563174224012543,0.3863731306367383,0.016553699999349192,8,0.1540324158702322,0.20934866961559553,0.006873899983474985,6,0.29347288448258774,0.15873596313734123,0.004868199990596622,5,0.3042697564427041,0.15844355986529365,0.0056721000000834465
45,N,New_N_046.wav,10-8-6-5,4,0.3406779930750463,126x5,5x212,10,0.05299898222646777,0.38794120852306224,0.01602809998439625,8,0.15522652636731774,0.16872811298723758,0.004704499995568767,6,0.3910790710383901,0.14804058860858935,0.004289400007110089,5,0.2682519655550192,0.12491638376479383,0.00480919997789897
46,N,New_N_047.wav,10-8-6-5,4,0.29482725024666234,126x5,5x212,10,0.059457182064484894,0.3797646911137399,0.013413400010904297,8,0.19514220796508996,0.20605495431402707,0.00833549999515526,6,0.22653998036861514,0.17168362767657813,0.007343699980992824,5,0.2144460838305049,0.17289785274510486,0.006797299982281402
47,N,New_N_048.wav,10-8-6-5,4,0.30441671573593904,126x5,5x212,10,0.054173628128061,0.37246203451837556,0.017235000006621704,8,0.19343474339623068,0.18780659735213664,0.007236599980387837,6,0.35497196668215975,0.17622517014740538,0.0077843999897595495,5,0.27179389870403764,0.1569682518773121,0.007600099983392283
48,N,New_N_049.wav,10-8-6-5,4,0.35751516814064227,126x5,5x212,10,0.04970289729344069,0.3935088885942848,0.012816800008295104,8,0.2232458598084707,0.1657705469545244,0.008501100004650652,6,0.3515113882500548,0.1523324982246392,0.008067599992500618,5,0.2904709801920336,0.1472127842533742,0.004804199998034164
49,N,New_N_050.wav,10-8-6-5,4,0.3835212642148033,126x5,5x212,10,0.0538879580918445,0.38914938619463724,0.018372399994404987,8,0.18491706214573633,0.21918106571534782,0.005835300020407885,6,0.3280478597138015,0.20183583983877237,0.008248899976024404,5,0.3786798343220431,0.13676859076017073,0.007624799996847287
50,N,New_N_051.wav,10-8-6-5,4,0.3243363505467872,126x5,5x212,10,0.05578795080072438,0.3966518821736328,0.01297739997971803,8,0.19983373664344303,0.15209735858719764,0.00852659999509342,6,0.32340486762378684,0.1184615419992277,0.00795920001110062,5,0.3239067227752365,0.11606528376035183,0.00792360000195913
51,N,New_N_052.wav,10-8-6-5,4,0.2860232784317184,126x5,5x212,10,0.06493816197906688,0.42221274708986184,0.01904159999685362,8,0.18517749428365396,0.2007741502040425,0.008395700016990304,6,0.24170289766983802,0.17968480744706605,0.006358200014801696,5,0.25127636708732376,0.15344484558948315,0.006557899992913008
52,N,New_N_053.wav,10-8-6-5,4,0.3380982537993572,126x5,5x212,10,0.05337359734544115,0.4006151913724988,0.01937339999130927,8,0.16484561049255736,0.14205399261085547,0.007512000011047348,6,0.23706238674967745,0.11915136177666466,0.004347799986135215,5,0.27352903734000455,0.1187678075491823,0.005891299981158227
53,N,New_N_054.wav,10-8-6-5,4,0.2631974435587946,126x5,5x212,10,0.05077760778614856,0.40928707970884326,0.01916619998519309,8,0.15559532624215314,0.15170430862502554,0.004435199982253835,6,0.2500593967306959,0.11049409831822721,0.006365200009895489,5,0.21780669160004884,0.0849405648663786,0.007556600001407787
54,N,New_N_055.wav,10-8-6-5,4,0.30578421446980963,126x5,5x212,10,0.06339604126255148,0.3927596513194669,0.017768199992133304,8,0.16725103126881014,0.18205677358465228,0.007970799983013421,6,0.27493360221456403,0.14368535978616642,0.008659000013722107,5,0.2422611568333144,0.13506669283239867,0.008504099998390302
55,N,New_N_056.wav,10-8-6-5,4,0.3007630693363923,126x5,5x212,10,0.043645834572256896,0.3795292458798651,0.050793100002920255,8,0.18322717769196595,0.1445125657373494,0.009851999988313764,6,0.30888842618569534,0.1410758636751684,0.010198799980571494,5,0.2713582384778831,0.1479448060051925,0.008230700012063608
56,N,New_N_057.wav,10-8-6-5,4,0.3052709200275077,126x5,5x212,10,0.0471635505732697,0.3852302330152821,0.020583099976647645,8,0.149586032994131,0.17698229354322872,0.007509899995056912,6,0.26448757920897764,0.12310420812821428,0.007214299985207617,5,0.2946631304423097,0.12968694166203948,0.008055900019826367
57,N,New_N_058.wav,10-8-6-5,4,0.3332609612346008,126x5,5x212,10,0.05368849144516432,0.3794118257178037,0.014810799999395385,8,0.22356544805810824,0.13804229639288026,0.0072287000075448304,6,0.3627590828529053,0.12571514045178458,0.006610799988266081,5,0.2100890755938997,0.1312975828836624,0.004307299997890368
58,N,New_N_059.wav,10-8-6-5,4,0.3210185439117433,126x5,5x212,10,0.0680422873488829,0.3801514797788071,0.016352999984519556,8,0.14935368941769042,0.16403112571480166,0.007533299998613074,6,0.21368470344345378,0.10386756590066334,0.007321100012632087,5,0.19006430672513355,0.10321142910733852,0.0041862999787554145
