indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,SNR_5db,N,New_N_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.2804061369518237,2x212,0.013183900038711727,32,0.19990874255503321,0.2642835899661749,0.011664999998174608,2,0.1448847827886708,0.12941883092779238,0.0008370999712496996
1,SNR_5db,N,New_N_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.281599631222732,2x212,0.01262619998306036,32,0.2001995499104431,0.2636652130118629,0.011092500062659383,2,0.14648712029815955,0.1306098865246778,0.0008016000501811504
2,SNR_5db,AS,New_AS_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.4246692389798903,2x212,0.012068500043824315,32,0.2464747764748178,0.26107295960360255,0.010498600080609322,2,0.3133175712759634,0.3623101767493332,0.0008604000322520733
3,SNR_5db,AS,New_AS_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.4018021514156619,2x212,0.011428400059230626,32,0.2371553959173498,0.2589870473158186,0.009688799967989326,2,0.2895848249531476,0.33040420533041226,0.0010773999383673072
4,SNR_5db,MR,New_MR_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.3559772352477823,2x212,0.011930200038477778,32,0.2336711637436058,0.2663150593921327,0.0100855000782758,2,0.2346241783855427,0.23212835044006958,0.0010867000091820955
5,SNR_5db,MR,New_MR_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.3807788635526174,2x212,0.010713999974541366,32,0.2507883752531947,0.26144537082720354,0.009394999942742288,2,0.25305019489959557,0.2242968078326633,0.0007071000291034579
6,SNR_5db,MS,New_MS_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.31955252530329864,2x212,0.01103339996188879,32,0.21647872391168452,0.26362039543297094,0.009653099928982556,2,0.19085728767077617,0.17141912715988822,0.0007800000021234155
7,SNR_5db,MS,New_MS_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.3160558170476173,2x212,0.00974020001012832,32,0.21463205523555198,0.26181207074148144,0.008566900040023029,2,0.18940567580561854,0.17694307401351314,0.0006952000549063087
8,SNR_5db,MVP,New_MVP_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.45818157273815446,2x212,0.01091650000307709,32,0.21917423438696637,0.2347519822991788,0.009668800048530102,2,0.3745741511784549,0.08829672774134123,0.0007047998951748013
9,SNR_5db,MVP,New_MVP_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.4692348251005752,2x212,0.009996099979616702,32,0.19870006327627762,0.23958622468989835,0.008406399982050061,2,0.3797537287206662,0.053875435209616816,0.000984800048172474
