base,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
SNR_0db,NMF_H3,1,PROMEDIO_MACRO,195,795,5,5,0.9899999999999999,0.975,0.99375,0.97578335373317,0.984375,200
SNR_0db,NMF_H3,2,PROMEDIO_MACRO,188,788,12,12,0.976,0.9400000000000001,0.985,0.9409617445011659,0.9625,200
SNR_0db,NMF_H3,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9259085565696605,0.953125,200
SNR_0db,NMF_H3,4,PROMEDIO_MACRO,187,787,13,13,0.9739999999999999,0.9349999999999999,0.98375,0.9356898507449303,0.959375,200
SNR_0db,NMF_H3,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9604511278195489,0.975,200
