,N,AS,MR,MS,MVP
N,98.0,0.0,0.5,0.0,1.5
AS,0.0,96.0,2.5,1.0,0.5
MR,2.5,5.5,89.5,2.0,0.5
MS,0.5,0.0,1.5,95.5,2.5
MVP,3.5000000000000004,4.0,1.5,2.0,89.0
