,N,AS,MR,MS,MVP
N,89.5,0.0,0.5,3.5000000000000004,6.5
AS,0.0,86.5,5.5,6.5,1.5
MR,0.5,9.0,82.5,6.5,1.5
MS,2.5,3.5000000000000004,1.0,85.5,7.5
MVP,4.5,9.0,8.0,7.5,71.0
