indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h
0,2-5-12-28,4,0.24345349276019973,28x212,0.04740989999845624,2,0.1479943492931178,0.17949546605755423,5,0.046337107919975834,0.0882387250686922,12,0.04543089316764039,0.1300161129384321,28,0.04524034486923257,0.11646917262641224
1,2-5-12-28,4,0.24363550470436834,28x212,0.04478470000321977,2,0.14578798628521816,0.1192278703423002,5,0.044302825991946904,0.10287952284751731,12,0.04587803247134363,0.11354298472907802,28,0.045926192523311885,0.09434482858253475
2,2-5-12-28,4,0.2462030728698197,28x212,0.04430340000544675,2,0.15189010659731592,0.1306747229423307,5,0.04603342129965489,0.10669063055904338,12,0.045016053707636304,0.12802025258416364,28,0.04528706349252705,0.10928921997595056
3,2-5-12-28,4,0.23746602526073035,28x212,0.04456859998754226,2,0.13737658415681991,0.1259298342091516,5,0.049857663994981226,0.08174189781007132,12,0.04210717298904702,0.10241777707896797,28,0.044286513389350454,0.1054005660339494
4,2-5-12-28,4,0.2391776221858187,28x212,0.05061130001558922,2,0.14671531339250005,0.2378465204684902,5,0.045655531816451406,0.10906175761292602,12,0.04646637852540137,0.14885920627785887,28,0.044131367577621226,0.10763511623013944
5,2-5-12-28,4,0.2513138533031927,28x212,0.04078739997930825,2,0.15763507922056472,0.08869916946155564,5,0.049743832660742955,0.12819717874929268,12,0.044642631868658876,0.1519323836000705,28,0.04196637175943846,0.10000222011548875
6,2-5-12-28,4,0.24485577955675022,28x212,0.04261659999610856,2,0.1520347169351231,0.1425907793620288,5,0.045105490590822986,0.1540113982063433,12,0.04185800614578507,0.10585732795927728,28,0.04924697775559833,0.08548912581820235
7,2-5-12-28,4,0.25987983997369984,28x212,0.03608139997231774,2,0.15838975892672455,0.15485783711687473,5,0.04865142500968071,0.10747852007875176,12,0.05217532146369669,0.12779872426715763,28,0.049734779202053096,0.09969912082678571
8,2-5-12-28,4,0.24816528978694866,28x212,0.0514578000002075,2,0.1531665687690685,0.14058937909799885,5,0.04949414714037466,0.17640161013827965,12,0.043852850513081874,0.188175388872632,28,0.047775094725002326,0.09217512536813628
9,2-5-12-28,4,0.2620782989110768,28x212,0.05223370000021532,2,0.1768531965299632,0.1973384410432711,5,0.04656823618066257,0.12490028053346307,12,0.0422210395503242,0.1280889086722847,28,0.049406682881325,0.10272789451722568
10,2-5-12-28,4,0.2556573389668112,28x212,0.04890749999321997,2,0.1618441050148789,0.12664661721322384,5,0.04786495389410409,0.07565505748959651,12,0.048443351854887004,0.08660171500296679,28,0.042206717919437545,0.08120370887774364
11,2-5-12-28,4,0.2506703337605538,28x212,0.03858510000281967,2,0.16146857636449338,0.1390623565008549,5,0.04499246208012079,0.12350765452699966,12,0.045094057058531915,0.1513978282290638,28,0.04576073563877405,0.10935628940086625
12,2-5-12-28,4,0.23907330771474908,28x212,0.03347510000457987,2,0.14436239557615008,0.22343254479539215,5,0.043456786434587426,0.17443549428027166,12,0.04598158464744358,0.17914258703478936,28,0.05484336714165877,0.10949049911614617
13,2-5-12-28,4,0.2547755229610337,28x212,0.036969599983422086,2,0.1563987698502863,0.1966878393136966,5,0.04502416102676343,0.1909353326650457,12,0.04579127200396941,0.13629291132121718,28,0.06004542576313459,0.0934132509564382
14,2-5-12-28,4,0.2499590891881465,28x212,0.04408859999966808,2,0.148219508499859,0.14692686580617198,5,0.044478663415922874,0.1132958412550483,12,0.048555957247315214,0.1212418354821885,28,0.046384888066139655,0.09028218022428508
15,2-5-12-28,4,0.24659381284520726,28x212,0.04164959999616258,2,0.15923234608169018,0.19367445149942625,5,0.043724563080578746,0.1580685894815757,12,0.04109818090914083,0.14709845610413447,28,0.04978789434004889,0.09295005229981315
16,2-5-12-28,4,0.2522035877701597,28x212,0.04105510000954382,2,0.15670842595162376,0.10728729989179879,5,0.04661543638543594,0.10493686946748652,12,0.044885959302370736,0.10614100876386812,28,0.05081732941542218,0.09287330532881385
