,N,AS,MR,MS,MVP
N,98.0,0.0,1.0,0.0,1.0
AS,0.0,95.0,3.0,1.0,1.0
MR,0.0,1.5,96.0,2.0,0.5
MS,0.0,1.5,0.0,94.5,4.0
MVP,2.0,2.5,1.0,2.0,92.5
