indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,N,New_N_001.wav,2-3-4-20,4,0.24965912598021117,126x20,20x212,2,0.14799434830143662,0.1794954655640812,0.009318099997472018,3,0.05091118309386132,0.1408037553748713,0.0038693000096827745,4,0.052530325754777375,0.1140196430245023,0.0034967999963555485,20,0.04038490683382383,0.1806435571642273,0.00745829998049885
1,N,New_N_002.wav,2-3-4-20,4,0.28956840057577055,126x20,20x212,2,0.14578798644982807,0.11922786842111785,0.010364100016886368,3,0.05347940971911148,0.09267025072439865,0.007160200009820983,4,0.19014623963195262,0.11145851176140943,0.005843999999342486,20,0.03664344681673998,0.15787607136664614,0.009433100000023842
2,N,New_N_003.wav,2-3-4-20,4,0.2514534919100461,126x20,20x212,2,0.15189010666419941,0.13067472360559254,0.009299500001361594,3,0.052892229865204275,0.08972039012196757,0.004195999994408339,4,0.05133641555552808,0.11815983504354634,0.0038161000120453537,20,0.03918957965796214,0.1350059863124774,0.007101499999407679
3,N,New_N_004.wav,2-3-4-20,4,0.24353019693501507,126x20,20x212,2,0.13737658353025847,0.1259298341179374,0.011158800014527515,3,0.05407111725554922,0.08059026988533148,0.00451879997854121,4,0.05244717969756483,0.07359604954861854,0.003902399999788031,20,0.03754596772921115,0.16466234009684233,0.007035099988570437
4,N,New_N_005.wav,2-3-4-20,4,0.24142884076542087,126x20,20x212,2,0.1467153145793546,0.23784652222213695,0.013135699991835281,3,0.05209210150836252,0.14105068479814312,0.004217399982735515,4,0.05228377095430783,0.1607995247269727,0.003903000004356727,20,0.030857179935044773,0.17596205923208635,0.007818799989763647
5,N,New_N_006.wav,2-3-4-20,4,0.2578828589564344,126x20,20x212,2,0.15763507993851317,0.08869917086633045,0.008614999998826534,3,0.05292635555083113,0.08002080058699206,0.006075500015867874,4,0.053685561478444006,0.06296380037449717,0.0060489999887067825,20,0.03851342572712263,0.17902990291532814,0.010633099998813123
6,N,New_N_007.wav,2-3-4-20,4,0.2509041132159598,126x20,20x212,2,0.1520347168713732,0.14259077505147508,0.008781999989878386,3,0.04939430385405355,0.15897655511705414,0.0038874000019859523,4,0.05237093353908118,0.11296418854802709,0.003876000002492219,20,0.04137634513721506,0.15855604667840528,0.010178099997574463
7,N,New_N_008.wav,2-3-4-20,4,0.25692068643733323,126x20,20x212,2,0.1583897598873872,0.15485784232459965,0.008393800002522767,3,0.05205350950665634,0.11237581361300723,0.003716000006534159,4,0.054272727020943046,0.07872233921500131,0.0037813000089954585,20,0.03756984912128025,0.13963248264001285,0.007731099991360679
8,N,New_N_009.wav,2-3-4-20,4,0.2618542834884321,126x20,20x212,2,0.15316656913374682,0.14058937814524597,0.01245450001442805,3,0.05454992382570921,0.15720399339422556,0.003734700003406033,4,0.0905229373730387,0.09462704130076528,0.003715600003488362,20,0.03308666001649717,0.13553125590109538,0.007254500000271946
9,N,New_N_010.wav,2-3-4-20,4,0.26277067267660076,126x20,20x212,2,0.17685319791364174,0.1973384404989263,0.009398700000019744,3,0.053294037309463256,0.11908948467234591,0.0035251999797765166,4,0.05306719321994599,0.1044203241570207,0.004733900015708059,20,0.03595825869025684,0.18516870429181856,0.007541500002844259
