indice_interno,clase,archivo,distribucion,error_final,forma_w_final,forma_h3,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,N,New_N_001.wav,8-5-3,0.36609812800702163,126x3,3x212,8,0.1563916489258276,0.5320123301817613,0.0015318000005208887,5,0.5130620251043,0.4134290405724375,0.0006538999987242278,3,0.5771606454573037,0.42380119657793003,0.0006078000005800277
1,N,New_N_002.wav,8-5-3,0.3389275668944155,126x3,3x212,8,0.1726969569506072,0.5772168096540143,0.0014319999972940423,5,0.5373225356671157,0.43957571584071803,0.0007881999990786426,3,0.5398644755404661,0.3971693786914257,0.0006647000009252224
2,AS,New_AS_001.wav,8-5-3,0.4119607738323163,126x3,3x212,8,0.3237169667527503,0.44519564201149636,0.0013698000002477784,5,0.6031902451374124,0.45086624114583396,0.0005906999977014493,3,0.5973574773892039,0.4757557959462393,0.0005094000007375143
3,AS,New_AS_002.wav,8-5-3,0.3604296688741918,126x3,3x212,8,0.3195067883936036,0.5112836638224669,0.0014421000014408492,5,0.5696653410256102,0.44438604382133173,0.0007526999979745597,3,0.6219313296159068,0.3703978647104942,0.0004315000005590264
4,MR,New_MR_001.wav,8-5-3,0.35791998191700686,126x3,3x212,8,0.27198101016645804,0.5269977002388039,0.0013710999992326833,5,0.5687231511938383,0.4003375478683028,0.0005257000011624768,3,0.6226103263820171,0.45569133068381723,0.0005034000023442786
5,MR,New_MR_002.wav,8-5-3,0.37839416667863046,126x3,3x212,8,0.2952361671751955,0.5124111054587017,0.0017039000013028271,5,0.5386502856722512,0.3854124464163759,0.0004791999999724794,3,0.568337115098136,0.4093479121448193,0.0004124000006413553
6,MS,New_MS_001.wav,8-5-3,0.46257751726833124,126x3,3x212,8,0.22488394217671476,0.5401833584314506,0.0013771000012638979,5,0.4016375394368083,0.42000928989368724,0.000581599997531157,3,0.5338306460559181,0.3447635089276613,0.0004228000034345314
7,MS,New_MS_002.wav,8-5-3,0.3652717728137435,126x3,3x212,8,0.22518905988203192,0.5646483806058533,0.0013553000026149675,5,0.4978942292704574,0.5136073686483997,0.0005725000009988435,3,0.5553678315164642,0.4002019121637768,0.0004565999988699332
8,MVP,New_MVP_001.wav,8-5-3,0.6464456429504586,126x3,3x212,8,0.29103902581306074,0.4059686721317336,0.0013434000029519666,5,0.4554466707833323,0.3097226987836629,0.0005624000004900154,3,0.5986506616385476,0.2757560004132875,0.0005142000009072945
9,MVP,New_MVP_002.wav,8-5-3,0.6135669615320498,126x3,3x212,8,0.42065346466548753,0.4074310528871538,0.001398600001266459,5,0.46903974885421795,0.4090081745274491,0.0004580000022542663,3,0.6028448178571271,0.5269136094373702,0.00042749999920488335
