,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,35,0,1,2,2
real_AS,0,35,0,3,2
real_MR,1,5,28,6,0
real_MS,1,0,1,35,3
real_MVP,3,3,2,4,28
