,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,34,0,1,1,4
real_AS,0,35,1,2,2
real_MR,1,0,34,4,1
real_MS,0,0,5,30,5
real_MVP,2,3,6,3,26
