epoca,loss_train,loss_val
1,1.3616654496443898,0.7124670147895813
2,0.8198204644416508,0.5091695189476013
3,0.6346672640035027,0.3795817494392395
4,0.46715683607678665,0.31906938552856445
5,0.388280538842082,0.30703476071357727
6,0.3784043216391614,0.35045528411865234
7,0.27144651320811947,0.28238794207572937
8,0.26766710679389927,0.2960132658481598
9,0.26431588926597643,0.2650377154350281
10,0.22935052975816161,0.256003737449646
11,0.19336280707073839,0.2732556462287903
12,0.17673714057003198,0.3320196270942688
13,0.1259812671617654,0.3394363522529602
14,0.16248174025799686,0.19962526857852936
15,0.1739105589834875,0.23686084151268005
16,0.12865184142107242,0.24541594088077545
17,0.09280828065943512,0.2452239841222763
18,0.07666573569019276,0.255863755941391
19,0.09539448557648268,0.21717916429042816
20,0.08081350584612473,0.30138519406318665
21,0.07485048892053064,0.28265607357025146
22,0.06872144903402506,0.28607550263404846
23,0.04482993637334163,0.28828856348991394
24,0.04959196044518122,0.28484299778938293
