,N,AS,MR,MS,MVP
N,98.5,0.0,1.0,0.0,0.5
AS,0.0,97.0,2.5,0.0,0.5
MR,0.0,2.0,95.5,1.5,1.0
MS,0.5,1.5,2.0,93.0,3.0
MVP,2.0,2.0,1.0,1.5,93.5
