,N,AS,MR,MS,MVP
N,97.5,0.0,0.5,0.0,2.0
AS,0.0,96.0,2.5,0.5,1.0
MR,0.0,1.5,95.5,1.5,1.5
MS,0.5,1.0,1.5,93.0,4.0
MVP,2.5,2.5,2.0,2.5,90.5
