distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
12-9-6,3,KNN,DeepONMF_H3,1,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
12-9-6,3,KNN,DeepONMF_H3,2,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
12-9-6,3,KNN,DeepONMF_H3,3,156,29,11,4,0.925,0.975,0.725,0.9341317365269461,0.85
12-9-6,3,KNN,DeepONMF_H3,4,158,33,7,2,0.955,0.9875,0.825,0.9575757575757575,0.90625
12-9-6,3,KNN,DeepONMF_H3,5,158,31,9,2,0.945,0.9875,0.775,0.9461077844311377,0.8812500000000001
12-9-6,3,KNN,DeepONMF_W,1,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
12-9-6,3,KNN,DeepONMF_W,2,142,33,7,18,0.875,0.8875,0.825,0.9530201342281879,0.85625
12-9-6,3,KNN,DeepONMF_W,3,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
12-9-6,3,KNN,DeepONMF_W,4,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
12-9-6,3,KNN,DeepONMF_W,5,151,35,5,9,0.93,0.94375,0.875,0.967948717948718,0.909375
12-9-6,3,SVM,DeepONMF_H3,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
12-9-6,3,SVM,DeepONMF_H3,2,156,38,2,4,0.97,0.975,0.95,0.9873417721518988,0.9624999999999999
12-9-6,3,SVM,DeepONMF_H3,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
12-9-6,3,SVM,DeepONMF_H3,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
12-9-6,3,SVM,DeepONMF_H3,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
12-9-6,3,SVM,DeepONMF_W,1,146,39,1,14,0.925,0.9125,0.975,0.9931972789115646,0.94375
12-9-6,3,SVM,DeepONMF_W,2,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
12-9-6,3,SVM,DeepONMF_W,3,148,37,3,12,0.925,0.925,0.925,0.9801324503311258,0.925
12-9-6,3,SVM,DeepONMF_W,4,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
12-9-6,3,SVM,DeepONMF_W,5,146,36,4,14,0.91,0.9125,0.9,0.9733333333333334,0.90625
12-9-6,3,UjaNet,DeepONMF_H3,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
12-9-6,3,UjaNet,DeepONMF_H3,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
12-9-6,3,UjaNet,DeepONMF_H3,3,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
12-9-6,3,UjaNet,DeepONMF_H3,4,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
12-9-6,3,UjaNet,DeepONMF_H3,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
12-9-6,3,UjaNet,DeepONMF_W,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
12-9-6,3,UjaNet,DeepONMF_W,2,150,38,2,10,0.94,0.9375,0.95,0.9868421052631579,0.94375
12-9-6,3,UjaNet,DeepONMF_W,3,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
12-9-6,3,UjaNet,DeepONMF_W,4,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
12-9-6,3,UjaNet,DeepONMF_W,5,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
