epoca,loss_train,loss_val
1,1.5992770163636458,1.5417523384094238
2,1.4517079591751099,1.2499709129333496
3,1.2213380148536281,1.116520643234253
4,1.1830030036600012,1.0613102912902832
5,1.1331857944789685,1.0591295957565308
6,1.0646016284039146,0.9962419271469116
7,1.0441592037677765,0.9989377856254578
8,0.9999717207331407,0.9364097118377686
9,0.9573368194856142,0.8952999711036682
10,0.9005024213539926,0.8799425363540649
11,0.8421395538668883,0.8424736857414246
12,0.837226782974444,0.8203999400138855
13,0.8228898926785118,0.7876423001289368
14,0.756528399492565,0.7605434656143188
15,0.7520643794222882,0.7501214742660522
16,0.7122518835883391,0.7266387939453125
17,0.6900696887781745,0.7082294225692749
18,0.641488965404661,0.6731292009353638
19,0.5735946446657181,0.6220889091491699
20,0.5772119262500813,0.6025571823120117
21,0.5258168346787754,0.6116456389427185
22,0.501168508670832,0.6190967559814453
23,0.47093495805012553,0.6021854281425476
24,0.47759003623535756,0.6984025835990906
25,0.5253673905604764,0.5419710278511047
26,0.4471845663103618,0.5952175259590149
27,0.4110361090616176,0.5729725956916809
28,0.3971577253388731,0.4824634790420532
29,0.38267431996370616,0.5235733985900879
30,0.3828633390367031,0.44657090306282043
