,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,1,1
real_AS,0,37,2,0,1
real_MR,0,3,33,4,0
real_MS,1,3,1,30,5
real_MVP,3,0,2,2,33
