,N,AS,MR,MS,MVP
N,97.0,0.0,1.0,0.0,2.0
AS,0.0,95.5,3.0,0.5,1.0
MR,3.0,5.0,88.5,2.5,1.0
MS,0.0,0.5,0.5,92.5,6.5
MVP,3.5000000000000004,3.0,2.5,2.5,88.5
