,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,3,0,0,0
real_AS,0,33,4,3,0
real_MR,0,1,36,3,0
real_MS,0,9,2,28,1
real_MVP,14,5,2,3,16
