epoca,loss_train,loss_val
1,1.3366707234006179,0.753071665763855
2,0.9003090787875024,0.5336390733718872
3,0.5642815212670126,0.45137593150138855
4,0.527456600807215,0.36518624424934387
5,0.39707980677485466,0.35983532667160034
6,0.370614528459938,0.32215821743011475
7,0.3024534217425083,0.3359465003013611
8,0.32013546636230067,0.3561355471611023
9,0.24500694464107878,0.33092200756073
10,0.23664960309274888,0.29790493845939636
11,0.1725241528137734,0.3006359934806824
12,0.22647134106802314,0.29492297768592834
13,0.1889824689807076,0.3741455376148224
14,0.17242789609161646,0.32850542664527893
15,0.1693506005961497,0.2710939645767212
16,0.1590245709674874,0.28221291303634644
17,0.12201316306661618,0.288954496383667
18,0.11198660500935818,0.3355429768562317
19,0.10715187984935351,0.32552772760391235
20,0.10892691715056763,0.34414753317832947
21,0.12157049761643927,0.33829402923583984
22,0.08250257198539514,0.32347947359085083
23,0.10394093761447278,0.33494076132774353
24,0.05037909076743649,0.3215307295322418
25,0.07220430891519707,0.3292939066886902
