distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
12-10-7-4,4,KNN,DeepONMF_H4,1,158,32,8,2,0.95,0.9875,0.8,0.9518072289156626,0.89375
12-10-7-4,4,KNN,DeepONMF_H4,2,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
12-10-7-4,4,KNN,DeepONMF_H4,3,155,34,6,5,0.945,0.96875,0.85,0.9627329192546584,0.909375
12-10-7-4,4,KNN,DeepONMF_H4,4,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
12-10-7-4,4,KNN,DeepONMF_H4,5,158,31,9,2,0.945,0.9875,0.775,0.9461077844311377,0.8812500000000001
12-10-7-4,4,KNN,DeepONMF_W,1,144,35,5,16,0.895,0.9,0.875,0.9664429530201343,0.8875
12-10-7-4,4,KNN,DeepONMF_W,2,142,33,7,18,0.875,0.8875,0.825,0.9530201342281879,0.85625
12-10-7-4,4,KNN,DeepONMF_W,3,141,36,4,19,0.885,0.88125,0.9,0.9724137931034482,0.890625
12-10-7-4,4,KNN,DeepONMF_W,4,150,37,3,10,0.935,0.9375,0.925,0.9803921568627451,0.93125
12-10-7-4,4,KNN,DeepONMF_W,5,148,35,5,12,0.915,0.925,0.875,0.9673202614379085,0.9
12-10-7-4,4,SVM,DeepONMF_H4,1,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
12-10-7-4,4,SVM,DeepONMF_H4,2,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
12-10-7-4,4,SVM,DeepONMF_H4,3,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
12-10-7-4,4,SVM,DeepONMF_H4,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
12-10-7-4,4,SVM,DeepONMF_H4,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
12-10-7-4,4,SVM,DeepONMF_W,1,147,39,1,13,0.93,0.91875,0.975,0.9932432432432432,0.9468749999999999
12-10-7-4,4,SVM,DeepONMF_W,2,145,37,3,15,0.91,0.90625,0.925,0.9797297297297297,0.915625
12-10-7-4,4,SVM,DeepONMF_W,3,148,37,3,12,0.925,0.925,0.925,0.9801324503311258,0.925
12-10-7-4,4,SVM,DeepONMF_W,4,151,38,2,9,0.945,0.94375,0.95,0.9869281045751634,0.9468749999999999
12-10-7-4,4,SVM,DeepONMF_W,5,148,37,3,12,0.925,0.925,0.925,0.9801324503311258,0.925
12-10-7-4,4,UjaNet,DeepONMF_H4,1,160,37,3,0,0.985,1.0,0.925,0.9815950920245399,0.9625
12-10-7-4,4,UjaNet,DeepONMF_H4,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
12-10-7-4,4,UjaNet,DeepONMF_H4,3,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
12-10-7-4,4,UjaNet,DeepONMF_H4,4,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
12-10-7-4,4,UjaNet,DeepONMF_H4,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
12-10-7-4,4,UjaNet,DeepONMF_W,1,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
12-10-7-4,4,UjaNet,DeepONMF_W,2,155,39,1,5,0.97,0.96875,0.975,0.9935897435897436,0.971875
12-10-7-4,4,UjaNet,DeepONMF_W,3,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
12-10-7-4,4,UjaNet,DeepONMF_W,4,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
12-10-7-4,4,UjaNet,DeepONMF_W,5,160,35,5,0,0.975,1.0,0.875,0.9696969696969697,0.9375
