,N,AS,MR,MS,MVP
N,98.5,0.0,0.5,0.0,1.0
AS,0.0,96.0,1.5,1.0,1.5
MR,3.0,4.5,88.5,3.0,1.0
MS,0.0,0.5,1.5,95.0,3.0
MVP,5.0,2.5,2.5,1.5,88.5
