,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,40,0,0,0,0
real_AS,0,36,3,1,0
real_MR,2,0,38,0,0
real_MS,1,0,1,37,1
real_MVP,0,2,1,4,33
