,N,AS,MR,MS,MVP
N,95.5,0.0,0.0,3.5000000000000004,1.0
AS,1.5,78.5,9.0,7.5,3.5000000000000004
MR,0.5,4.5,81.0,11.0,3.0
MS,4.0,7.5,3.0,83.0,2.5
MVP,2.5,6.0,7.000000000000001,4.5,80.0
