,N,AS,MR,MS,MVP
N,98.5,0.0,1.0,0.0,0.5
AS,0.0,96.5,2.0,0.5,1.0
MR,0.0,1.0,96.5,1.5,1.0
MS,0.5,1.5,1.0,94.5,2.5
MVP,0.0,1.5,0.0,1.5,97.0
