indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_0db,N,New_N_001.wav,24,DeepONMF_H1,1,nndsvd,0.24706695003265872,24x212,0.026739199995063245,24,0.24706695003265872,0.28732689303535186,0.025751199922524393
1,SNR_0db,N,New_N_002.wav,24,DeepONMF_H1,1,nndsvd,0.24539806059352365,24x212,0.02564690005965531,24,0.24539806059352365,0.30352156928670715,0.024944800068624318
2,SNR_0db,N,New_N_003.wav,24,DeepONMF_H1,1,nndsvd,0.24998827365115453,24x212,0.02527900005225092,24,0.24998827365115453,0.2993636800563029,0.02432960004080087
3,SNR_0db,N,New_N_004.wav,24,DeepONMF_H1,1,nndsvd,0.2501258568850213,24x212,0.024419400026090443,24,0.2501258568850213,0.30070853763183353,0.023746800026856363
4,SNR_0db,N,New_N_005.wav,24,DeepONMF_H1,1,nndsvd,0.2471470085057316,24x212,0.025567099917680025,24,0.2471470085057316,0.2999928639911731,0.02485229994636029
5,SNR_0db,N,New_N_006.wav,24,DeepONMF_H1,1,nndsvd,0.2480148189769065,24x212,0.025235199951566756,24,0.2480148189769065,0.3008252801211423,0.024521599989384413
6,SNR_0db,N,New_N_007.wav,24,DeepONMF_H1,1,nndsvd,0.24797189486774707,24x212,0.022475000005215406,24,0.24797189486774707,0.3006974968482323,0.021791900042444468
7,SNR_0db,N,New_N_008.wav,24,DeepONMF_H1,1,nndsvd,0.24409853924974118,24x212,0.02401369996368885,24,0.24409853924974118,0.29644384495630866,0.02282850001938641
8,SNR_0db,N,New_N_009.wav,24,DeepONMF_H1,1,nndsvd,0.2467394373628387,24x212,0.022711200057528913,24,0.2467394373628387,0.2963853992110557,0.021991699934005737
9,SNR_0db,N,New_N_010.wav,24,DeepONMF_H1,1,nndsvd,0.24772973266948714,24x212,0.02448360004927963,24,0.24772973266948714,0.29773556849981575,0.023502500029280782
10,SNR_0db,N,New_N_011.wav,24,DeepONMF_H1,1,nndsvd,0.24735514124554756,24x212,0.02684520010370761,24,0.24735514124554756,0.30273131387855723,0.02604050002992153
11,SNR_0db,N,New_N_012.wav,24,DeepONMF_H1,1,nndsvd,0.25010358164753144,24x212,0.023583699949085712,24,0.25010358164753144,0.2922279780634113,0.022488099988549948
12,SNR_0db,N,New_N_013.wav,24,DeepONMF_H1,1,nndsvd,0.24483686113153139,24x212,0.02333969995379448,24,0.24483686113153139,0.30107304601168194,0.022639900096692145
13,SNR_0db,N,New_N_014.wav,24,DeepONMF_H1,1,nndsvd,0.24420659928315347,24x212,0.025672200019471347,24,0.24420659928315347,0.29859407986603564,0.025057299993932247
14,SNR_0db,N,New_N_015.wav,24,DeepONMF_H1,1,nndsvd,0.25333574296301076,24x212,0.025054499972611666,24,0.25333574296301076,0.29329080704833543,0.024412699975073338
15,SNR_0db,N,New_N_016.wav,24,DeepONMF_H1,1,nndsvd,0.25217282797299045,24x212,0.024749199976213276,24,0.25217282797299045,0.295372356098605,0.024050600011833012
16,SNR_0db,N,New_N_017.wav,24,DeepONMF_H1,1,nndsvd,0.25254533068044893,24x212,0.024128300021402538,24,0.25254533068044893,0.30028985227265526,0.023441799916327
17,SNR_0db,N,New_N_018.wav,24,DeepONMF_H1,1,nndsvd,0.2502908355096573,24x212,0.02276480000000447,24,0.2502908355096573,0.29693046687936686,0.02211450005415827
18,SNR_0db,N,New_N_019.wav,24,DeepONMF_H1,1,nndsvd,0.24854328951452387,24x212,0.026325399987399578,24,0.24854328951452387,0.2958135530522882,0.025671200011856854
19,SNR_0db,N,New_N_020.wav,24,DeepONMF_H1,1,nndsvd,0.2501815045548129,24x212,0.023128800094127655,24,0.250181504554813,0.30081498935290263,0.02248200005851686
20,SNR_0db,N,New_N_021.wav,24,DeepONMF_H1,1,nndsvd,0.24539228049078476,24x212,0.02192950004246086,24,0.24539228049078476,0.3035002612525453,0.021208700025454164
21,SNR_0db,N,New_N_022.wav,24,DeepONMF_H1,1,nndsvd,0.25007717821060027,24x212,0.025756899965927005,24,0.25007717821060027,0.3036906034054081,0.025085599976591766
22,SNR_0db,N,New_N_023.wav,24,DeepONMF_H1,1,nndsvd,0.2444660374972004,24x212,0.022293899906799197,24,0.2444660374972004,0.3019307045652089,0.02162209991365671
23,SNR_0db,N,New_N_024.wav,24,DeepONMF_H1,1,nndsvd,0.2508566022048631,24x212,0.025207599974237382,24,0.2508566022048631,0.29961127915008307,0.024484100053086877
24,SNR_0db,N,New_N_025.wav,24,DeepONMF_H1,1,nndsvd,0.24920786358239286,24x212,0.025822299998253584,24,0.24920786358239286,0.30311617082997366,0.025180500000715256
