,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,0,0,3,0
real_AS,0,28,4,5,3
real_MR,0,4,30,6,0
real_MS,1,5,0,30,4
real_MVP,10,3,1,2,24
