distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte,pareja,sentido,orden_excel,dimensiones_repetidas
24-2,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.920374105996699,0.95,200,61,decreciente,120,False
24-2,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9204260651629071,0.95,200,61,decreciente,120,False
24-2,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9559090032774245,0.971875,200,61,decreciente,120,False
24-2,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9525197025197024,0.96875,200,61,decreciente,120,False
2-24,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,187,787,13,13,0.974,0.9350000000000002,0.98375,0.9372322065325918,0.959375,200,61,creciente,121,False
2-24,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9725,0.8901711344551002,0.93125,200,61,creciente,121,False
2-24,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9151615826034428,0.94375,200,61,creciente,121,False
2-24,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9365837239155744,0.959375,200,61,creciente,121,False
2-24,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9273453353685912,0.953125,200,61,creciente,121,False
24-7-2,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9514102564102564,0.96875,200,62,decreciente,122,False
24-7-2,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9012578478432136,0.9375,200,62,decreciente,122,False
24-7-2,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9108596580997096,0.94375,200,62,decreciente,122,False
24-7-2,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9029095995803462,0.9375,200,62,decreciente,122,False
24-7-2,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.9454761904761906,0.965625,200,62,decreciente,122,False
2-7-24,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9256404150857384,0.953125,200,62,creciente,123,False
2-7-24,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8813963861681569,0.925,200,62,creciente,123,False
2-7-24,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8989177489177489,0.934375,200,62,creciente,123,False
2-7-24,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9252917810197892,0.95,200,62,creciente,123,False
2-7-24,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.9312438645365476,0.95625,200,62,creciente,123,False
24-10-5-2,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.960902255639098,0.975,200,63,decreciente,124,False
24-10-5-2,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9244614394614394,0.953125,200,63,decreciente,124,False
24-10-5-2,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.923093392395718,0.95,200,63,decreciente,124,False
24-10-5-2,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9459717288115354,0.965625,200,63,decreciente,124,False
24-10-5-2,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9319930438251482,0.95625,200,63,decreciente,124,False
2-5-10-24,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9439431913116124,0.9625,200,63,creciente,125,False
2-5-10-24,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.909831019802659,0.94375,200,63,creciente,125,False
2-5-10-24,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.909874733738662,0.94375,200,63,creciente,125,False
2-5-10-24,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9156702306702308,0.946875,200,63,creciente,125,False
2-5-10-24,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.909791834182078,0.94375,200,63,creciente,125,False
24-4,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9659639953542392,0.978125,200,64,decreciente,126,False
24-4,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9238571758058006,0.95,200,64,decreciente,126,False
24-4,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9348955722639932,0.95625,200,64,decreciente,126,False
24-4,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9163768096448636,0.946875,200,64,decreciente,126,False
24-4,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.941187778629639,0.9625,200,64,decreciente,126,False
4-24,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9414519976147884,0.9625,200,64,creciente,127,False
4-24,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8950000000000001,0.97375,0.895734870125114,0.934375,200,64,creciente,127,False
4-24,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9205976949879388,0.95,200,64,creciente,127,False
4-24,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8950000000000001,0.97375,0.8967688942658343,0.934375,200,64,creciente,127,False
4-24,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9651094434021265,0.978125,200,64,creciente,127,False
24-10-4,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.929853033145716,0.95625,200,65,decreciente,128,False
24-10-4,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9195209411897473,0.9499999999999998,200,65,decreciente,128,False
24-10-4,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,180,780,20,20,0.9600000000000002,0.9,0.975,0.9021095035170924,0.9375,200,65,decreciente,128,False
24-10-4,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.9399999999999998,0.985,0.9424235098653704,0.9625,200,65,decreciente,128,False
24-10-4,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.936482393297648,0.959375,200,65,decreciente,128,False
4-10-24,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.9456129072918638,0.965625,200,65,creciente,129,False
4-10-24,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9048942200290082,0.940625,200,65,creciente,129,False
4-10-24,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.915840691899742,0.946875,200,65,creciente,129,False
4-10-24,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9035555069996388,0.9375,200,65,creciente,129,False
4-10-24,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.9324631904043668,0.95625,200,65,creciente,129,False
24-13-7-4,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875000000000002,0.9508290761473136,0.96875,200,66,decreciente,130,False
24-13-7-4,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9068757356335349,0.940625,200,66,decreciente,130,False
24-13-7-4,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9228114228114228,0.95,200,66,decreciente,130,False
24-13-7-4,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,184,784,16,16,0.9679999999999996,0.9200000000000002,0.98,0.9199812382739212,0.95,200,66,decreciente,130,False
24-13-7-4,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,188,788,12,12,0.9759999999999998,0.94,0.985,0.942763226285798,0.9625,200,66,decreciente,130,False
4-7-13-24,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9462904140669312,0.965625,200,66,creciente,131,False
4-7-13-24,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.905267714741399,0.940625,200,66,creciente,131,False
4-7-13-24,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9130587163094904,0.94375,200,66,creciente,131,False
4-7-13-24,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9321044951340202,0.95625,200,66,creciente,131,False
4-7-13-24,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9532135306553912,0.96875,200,66,creciente,131,False
24-6,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9605336911150864,0.975,200,67,decreciente,132,False
24-6,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9314495493792148,0.95625,200,67,decreciente,132,False
24-6,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9355548979783986,0.959375,200,67,decreciente,132,False
24-6,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9363845030552496,0.959375,200,67,decreciente,132,False
24-6,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9599812382739212,0.975,200,67,decreciente,132,False
6-24,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9653354775305996,0.978125,200,67,creciente,133,False
6-24,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9042978207769083,0.9406249999999998,200,67,creciente,133,False
6-24,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,178,778,22,22,0.956,0.89,0.9725,0.8965449679341514,0.93125,200,67,creciente,133,False
6-24,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9089878048780488,0.9375,200,67,creciente,133,False
6-24,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,188,788,12,12,0.9759999999999998,0.94,0.985,0.9416876178504084,0.9625,200,67,creciente,133,False
24-12-6,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9563298490127758,0.971875,200,68,decreciente,134,False
24-12-6,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9150094280326838,0.946875,200,68,decreciente,134,False
24-12-6,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.911208346869451,0.94375,200,68,decreciente,134,False
24-12-6,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.940982459275142,0.9625,200,68,decreciente,134,False
24-12-6,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9704815509693558,0.98125,200,68,decreciente,134,False
6-12-24,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.94697558066815,0.965625,200,68,creciente,135,False
6-12-24,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9774999999999998,0.9121439963545226,0.94375,200,68,creciente,135,False
6-12-24,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9017883270067047,0.9375,200,68,creciente,135,False
6-12-24,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9313149496076326,0.95625,200,68,creciente,135,False
6-12-24,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9505303910181958,0.96875,200,68,creciente,135,False
24-15-10-6,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,195,795,5,5,0.99,0.975,0.99375,0.9758420441347272,0.984375,200,69,decreciente,136,False
24-15-10-6,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.90375018428424,0.9375,200,69,decreciente,136,False
24-15-10-6,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9312268433321066,0.95625,200,69,decreciente,136,False
24-15-10-6,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,190,790,10,10,0.98,0.9499999999999998,0.9875,0.950083934037721,0.96875,200,69,decreciente,136,False
24-15-10-6,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,188,788,12,12,0.9760000000000002,0.94,0.985,0.9398351648351648,0.9625,200,69,decreciente,136,False
6-10-15-24,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.923204134366925,0.95,200,69,creciente,137,False
6-10-15-24,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,171,771,29,29,0.942,0.8549999999999999,0.96375,0.8591464507506487,0.909375,200,69,creciente,137,False
6-10-15-24,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8953356103356104,0.934375,200,69,creciente,137,False
6-10-15-24,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,174,774,26,26,0.948,0.8699999999999999,0.9675,0.8765635952120041,0.91875,200,69,creciente,137,False
6-10-15-24,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9192416592416592,0.946875,200,69,creciente,137,False
24-8,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,197,797,3,3,0.994,0.985,0.99625,0.9854761904761904,0.990625,200,70,decreciente,138,False
24-8,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9200781738586616,0.95,200,70,decreciente,138,False
24-8,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9224941724941724,0.95,200,70,decreciente,138,False
24-8,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9152930402930404,0.946875,200,70,decreciente,138,False
24-8,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9649812382739212,0.978125,200,70,decreciente,138,False
8-24,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.9912500000000002,0.9653479853479852,0.978125,200,70,creciente,139,False
8-24,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8951583300420509,0.934375,200,70,creciente,139,False
8-24,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9062629986764984,0.940625,200,70,creciente,139,False
8-24,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9313536057438496,0.95625,200,70,creciente,139,False
8-24,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9197725322512618,0.946875,200,70,creciente,139,False
24-14-8,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9620312143996356,0.975,200,71,decreciente,140,False
24-14-8,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8925902668759811,0.928125,200,71,decreciente,140,False
24-14-8,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9252563226247436,0.95,200,71,decreciente,140,False
24-14-8,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9403162220748872,0.9625,200,71,decreciente,140,False
24-14-8,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9558787547528332,0.971875,200,71,decreciente,140,False
8-14-24,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9702067786727608,0.98125,200,71,creciente,141,False
8-14-24,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.898545321637427,0.934375,200,71,creciente,141,False
8-14-24,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9094835007173602,0.940625,200,71,creciente,141,False
8-14-24,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8985623390395394,0.934375,200,71,creciente,141,False
8-14-24,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.932370721897264,0.95625,200,71,creciente,141,False
24-17-12-8,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9571100397050484,0.971875,200,72,decreciente,142,False
24-17-12-8,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.931887601887602,0.95625,200,72,decreciente,142,False
24-17-12-8,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.923422894656754,0.95,200,72,decreciente,142,False
24-17-12-8,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9211814574314576,0.946875,200,72,decreciente,142,False
24-17-12-8,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9461446705349144,0.965625,200,72,decreciente,142,False
8-12-17-24,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9261227255129694,0.953125,200,72,creciente,143,False
8-12-17-24,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,180,780,20,20,0.9599999999999996,0.9,0.975,0.899829118250171,0.9375,200,72,creciente,143,False
8-12-17-24,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,179,779,21,21,0.958,0.8950000000000001,0.97375,0.8972139123985908,0.934375,200,72,creciente,143,False
8-12-17-24,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,174,774,26,26,0.948,0.8700000000000001,0.9675,0.8750861885863115,0.91875,200,72,creciente,143,False
8-12-17-24,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,187,787,13,13,0.974,0.9350000000000002,0.98375,0.9380868724771164,0.959375,200,72,creciente,143,False
24-10,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,195,795,5,5,0.99,0.975,0.99375,0.976046511627907,0.984375,200,73,decreciente,144,False
24-10,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9249812382739212,0.953125,200,73,decreciente,144,False
24-10,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9124933545986178,0.94375,200,73,decreciente,144,False
24-10,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9657142857142856,0.978125,200,73,decreciente,144,False
24-10,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.947200956937799,0.965625,200,73,decreciente,144,False
10-24,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9497373358348968,0.96875,200,73,creciente,145,False
10-24,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.914853033145716,0.946875,200,73,creciente,145,False
10-24,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.8995433922263191,0.9375,200,73,creciente,145,False
10-24,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.9399999999999998,0.985,0.9406767152402582,0.9625,200,73,creciente,145,False
10-24,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.95044825313118,0.96875,200,73,creciente,145,False
24-15-10,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9481683492659104,0.965625,200,74,decreciente,146,False
24-15-10,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.8999999999999998,0.975,0.905256440497748,0.9375,200,74,decreciente,146,False
24-15-10,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9284509784960444,0.953125,200,74,decreciente,146,False
24-15-10,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9512715697375518,0.96875,200,74,decreciente,146,False
24-15-10,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9409926746852442,0.9624999999999998,200,74,decreciente,146,False
10-15-24,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9355734425054064,0.9593750000000002,200,74,creciente,147,False
10-15-24,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.920302910610998,0.95,200,74,creciente,147,False
10-15-24,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,180,780,20,20,0.9599999999999996,0.9,0.975,0.9006140350877192,0.9375,200,74,creciente,147,False
10-15-24,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.945438620002163,0.965625,200,74,creciente,147,False
10-15-24,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9463487945516188,0.965625,200,74,creciente,147,False
24-18-13-10,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,197,797,3,3,0.994,0.985,0.99625,0.9852439024390244,0.990625,200,75,decreciente,148,False
24-18-13-10,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.915231821024504,0.94375,200,75,decreciente,148,False
24-18-13-10,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9306575880260092,0.95625,200,75,decreciente,148,False
24-18-13-10,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9414832535885168,0.9625,200,75,decreciente,148,False
24-18-13-10,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9655201958384332,0.978125,200,75,decreciente,148,False
10-13-18-24,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.9301245245982088,0.95625,200,75,creciente,149,False
10-13-18-24,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9004418704418704,0.9375,200,75,creciente,149,False
10-13-18-24,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.900249917691778,0.9375,200,75,creciente,149,False
10-13-18-24,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9222319909245604,0.95,200,75,creciente,149,False
10-13-18-24,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9510258021885928,0.96875,200,75,creciente,149,False
22-2,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.971555023923445,0.98125,200,76,decreciente,150,False
22-2,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.911615762103567,0.94375,200,76,decreciente,150,False
22-2,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9205775803144224,0.95,200,76,decreciente,150,False
22-2,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.95068158200379,0.96875,200,76,decreciente,150,False
22-2,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9369872469872468,0.959375,200,76,decreciente,150,False
2-22,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9550969355847404,0.971875,200,76,creciente,151,False
2-22,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8960683760683761,0.934375,200,76,creciente,151,False
2-22,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9176798585611315,0.946875,200,76,creciente,151,False
2-22,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9110774203797458,0.94375,200,76,creciente,151,False
2-22,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9423709585933068,0.9625,200,76,creciente,151,False
