,N,AS,MR,MS,MVP
N,99.0,0.0,0.5,0.0,0.5
AS,0.0,95.0,2.5,1.0,1.5
MR,0.5,1.5,95.0,1.5,1.5
MS,0.0,2.0,1.0,93.0,4.0
MVP,4.5,2.0,2.0,2.0,89.5
