,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,1,0
real_AS,0,31,1,7,1
real_MR,0,2,25,7,6
real_MS,2,0,1,36,1
real_MVP,2,4,1,2,31
