indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,SNR_8db,N,New_N_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.24357242794732215,2x212,0.014772299909964204,32,0.16644386650919252,0.2582418504088129,0.012074099970050156,2,0.12818224546770005,0.12409939083740135,0.0016310999635607004
1,SNR_8db,N,New_N_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.24295628134075967,2x212,0.012887599994428456,32,0.16481531615795358,0.2625718868543364,0.011020999983884394,2,0.12941819585077394,0.10870093213942145,0.0010748000349849463
2,SNR_8db,AS,New_AS_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.39444486095826925,2x212,0.01266640005633235,32,0.22769801835930598,0.25087391478536586,0.01115520007442683,2,0.27028393204480633,0.3600204971071752,0.0008126000175252557
3,SNR_8db,AS,New_AS_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.37244492349350655,2x212,0.015317699988372624,32,0.21565514808843528,0.25169876523759876,0.013420900097116828,2,0.24081902709605424,0.3455026234190277,0.0010583000257611275
4,SNR_8db,MR,New_MR_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.3292749452293619,2x212,0.014874299988150597,32,0.21794964334547776,0.26193466169042995,0.013169399928301573,2,0.2016307670800181,0.2250079924580757,0.0009640000062063336
5,SNR_8db,MR,New_MR_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.3628051130559316,2x212,0.01503390003927052,32,0.23047723354856647,0.25317840869804725,0.013129199971444905,2,0.23057706236495842,0.3464296524928965,0.001179700018838048
6,SNR_8db,MS,New_MS_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.29441077520185954,2x212,0.014064400107599795,32,0.19328272071369554,0.25638862859354095,0.012399100000038743,2,0.17989135277848106,0.1765368765235102,0.000954299932345748
7,SNR_8db,MS,New_MS_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.285604908890185,2x212,0.014369899989105761,32,0.18520706088614575,0.2638081479338748,0.012525800033472478,2,0.17192850521810735,0.1734654155470336,0.0010517999762669206
8,SNR_8db,MVP,New_MVP_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.4355747409661029,2x212,0.017374100047163665,32,0.19286730654103296,0.23774546080220818,0.014835399924777448,2,0.33200910902111447,0.038416700995887884,0.0015561999753117561
9,SNR_8db,MVP,New_MVP_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.43827944796613016,2x212,0.018840600037947297,32,0.17501820513014704,0.24467059059665527,0.016538199968636036,2,0.3818432816939525,0.036791075931264766,0.001182899926789105
