clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,38,159,1,2,0.985,0.95,0.99375,0.9743589743589743,0.971875,40
AS,40,159,1,0,0.995,1.0,0.99375,0.975609756097561,0.996875,40
MR,36,160,0,4,0.98,0.9,1.0,1.0,0.95,40
MS,40,157,3,0,0.985,1.0,0.98125,0.9302325581395349,0.990625,40
MVP,38,157,3,2,0.975,0.95,0.98125,0.926829268292683,0.965625,40
PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9614061113777506,0.975,200
