,N,AS,MR,MS,MVP
N,99.0,0.0,0.0,0.0,1.0
AS,0.0,96.0,3.5000000000000004,0.0,0.5
MR,2.5,4.5,91.0,1.0,1.0
MS,0.5,0.5,1.5,95.0,2.5
MVP,2.0,3.0,1.0,2.0,92.0
