indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,SNR_8db,N,New_N_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.2822102024066074,2x212,0.015766600030474365,32,0.16644386650919252,0.2582418504088129,0.012896900065243244,8,0.08554517211539182,0.21647666292465434,0.0014384998939931393,2,0.10726417629906403,0.1172147676383718,0.00047889992129057646
1,SNR_8db,N,New_N_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.2820301117311753,2x212,0.015144699951633811,32,0.16481531615795358,0.2625718868543364,0.011967799975536764,8,0.08455649652856528,0.2200905230067781,0.0015417999820783734,2,0.10955713898071502,0.09989220668116003,0.0006839999696239829
2,SNR_8db,AS,New_AS_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4284591925154379,2x212,0.015169499907642603,32,0.22769801835930598,0.25087391478536586,0.011773100006394088,8,0.10255959239504099,0.23607910549772157,0.0016599000664427876,2,0.25238679346918613,0.35352295873506645,0.0006663999520242214
3,SNR_8db,AS,New_AS_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4063211535413349,2x212,0.015527700074017048,32,0.21565514808843528,0.25169876523759876,0.011978899943642318,8,0.09766972611197647,0.23251344124285428,0.0017450000159442425,2,0.22256920195021118,0.3352028879814309,0.0005601999582722783
4,SNR_8db,MR,New_MR_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.36574180771380455,2x212,0.015017200028523803,32,0.21794964334547776,0.26193466169042995,0.012394399964250624,8,0.09999367793558597,0.24933404743123497,0.0012869000202044845,2,0.1769312644461062,0.2020786979946373,0.00045279995538294315
5,SNR_8db,MR,New_MR_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.39673236322506644,2x212,0.015111600048840046,32,0.23047723354856647,0.25317840869804725,0.012590200058184564,8,0.11507788128714899,0.20725071431301334,0.0011789000127464533,2,0.20461352868643737,0.2913956537701412,0.0004510000580921769
6,SNR_8db,MS,New_MS_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.3302560054611766,2x212,0.016151799936778843,32,0.19328272071369554,0.25638862859354095,0.013356699957512319,8,0.09181581688475128,0.2089089942744524,0.0012482000747695565,2,0.1592369132784409,0.16644736284838157,0.0004483000375330448
7,SNR_8db,MS,New_MS_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.321889034884796,2x212,0.016286200028844178,32,0.18520706088614575,0.2638081479338748,0.01372440007980913,8,0.0966255526829861,0.2558423263138061,0.001233799965120852,2,0.1464750059437878,0.16294594305450696,0.00042910000775009394
8,SNR_8db,MVP,New_MVP_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4599058310437912,2x212,0.016590100014582276,32,0.19286730654103296,0.23774546080220818,0.013823100016452372,8,0.10637940591103284,0.1479835016736355,0.0012623999500647187,2,0.3160815021661151,0.03609061402057415,0.0005828000139445066
9,SNR_8db,MVP,New_MVP_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.46238156615113807,2x212,0.01559840003028512,32,0.17501820513014704,0.24467059059665527,0.013168999925255775,8,0.07783581279345046,0.1544206045797106,0.0011578000849112868,2,0.37566641252522304,0.03549980869612601,0.00042559998109936714
