indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h
0,10-22,2,0.09630601036826505,22x212,0.036153199995169416,10,0.06681057339576545,0.39288817325520325,22,0.066959555981804,0.14249808175707496
1,10-22,2,0.092436281354452,22x212,0.029858499998226762,10,0.0611573449139471,0.37122554942374464,22,0.06785840771505271,0.14918452763831816
2,10-22,2,0.09457824520621973,22x212,0.038796700013335794,10,0.06460343198708117,0.362462569480511,22,0.07215942405383158,0.15075306928237125
3,10-22,2,0.10599977289173791,22x212,0.04268640000373125,10,0.06688616458150423,0.34485389385620413,22,0.09805187568804748,0.1461562941324814
4,10-22,2,0.08704429441563452,22x212,0.04625730001134798,10,0.0668161530816433,0.34331446094955054,22,0.05387987725404618,0.14473854469055172
5,10-22,2,0.09972136267413274,22x212,0.034738199989078566,10,0.0701909872570839,0.33957578192444426,22,0.06158466516157199,0.12972320854962482
6,10-22,2,0.09472500267384211,22x212,0.048099499981617555,10,0.061820903714820054,0.36675212351729486,22,0.06122687267300251,0.19077766178814098
7,10-22,2,0.08753217994661903,22x212,0.04624970001168549,10,0.056697103869812256,0.3449041447522355,22,0.055907167117999895,0.1467484179039051
8,10-22,2,0.090071990421006,22x212,0.03090350001002662,10,0.05823981278414612,0.3471525089247904,22,0.060796121111305536,0.1491196378684213
9,10-22,2,0.09736321987323335,22x212,0.03609139999025501,10,0.059099553109907624,0.3312704777190992,22,0.07222050994657267,0.15894524402920213
10,10-22,2,0.09762322935418281,22x212,0.03868719999445602,10,0.0731384015076111,0.3749696165567532,22,0.06441914498070758,0.17125305085520912
11,10-22,2,0.09601527808215356,22x212,0.03430339999613352,10,0.07084415269786198,0.30948497929416036,22,0.05319832126262896,0.13674371844620006
12,10-22,2,0.09317469646392078,22x212,0.03015639999648556,10,0.06471269319890245,0.3564886132145549,22,0.055145956604878,0.1700101786073867
13,10-22,2,0.08933608186070276,22x212,0.045112599997082725,10,0.06449428368503053,0.3768601675551026,22,0.06065919547660798,0.1490728379690483
14,10-22,2,0.09272667479437796,22x212,0.04515469999751076,10,0.06705701668606634,0.3231880137071746,22,0.04902944088444972,0.16508515979006427
15,10-22,2,0.0909153935639954,22x212,0.03554630000144243,10,0.06709054289567554,0.3342207530617016,22,0.04493471622288541,0.12358264994676232
16,10-22,2,0.10564924771390605,22x212,0.04399810000904836,10,0.07104860455880736,0.3197301732682324,22,0.07880200507307018,0.16586289764406528
17,10-22,2,0.10299771165702935,22x212,0.030742699978873134,10,0.07367527604932203,0.3607575810377986,22,0.05959197309075181,0.1689817905119574
18,10-22,2,0.08633585745487697,22x212,0.03713029998471029,10,0.05928623951741652,0.3125259680083784,22,0.05299509522684213,0.17483151954309645
19,10-22,2,0.09260292716027228,22x212,0.041168499999912456,10,0.06152207679704104,0.36897059788881825,22,0.06535762027879621,0.21213037676009092
20,10-22,2,0.09250643963985855,22x212,0.02825719999964349,10,0.06551175964579407,0.3762968258073448,22,0.06520036788974523,0.14897254985856032
21,10-22,2,0.09093029919369591,22x212,0.03352269998867996,10,0.061955513156543324,0.3756072986892492,22,0.061944926052598104,0.16736763116692707
22,10-22,2,0.08759412330187344,22x212,0.03179249999811873,10,0.059053227074214926,0.35897765359064543,22,0.062026935463917424,0.15850750466351765
23,10-22,2,0.09722206256093618,22x212,0.03795550001086667,10,0.06038488953249347,0.41692002262277505,22,0.07628444427004466,0.15262125463287818
24,10-22,2,0.09919773771004152,22x212,0.04204770000069402,10,0.07188839049684188,0.30213225223102347,22,0.06426557616644107,0.15080855949729574
25,10-22,2,0.1034338787118274,22x212,0.047844599990639836,10,0.07718867992225467,0.3239972275864988,22,0.06918982228962435,0.14138136370038545
26,10-22,2,0.09434749115112896,22x212,0.04380019998643547,10,0.06945359812417864,0.35789893848103005,22,0.05639712722080439,0.12342287455333342
27,10-22,2,0.0932250084341543,22x212,0.030501400004141033,10,0.0666782987295525,0.30230402424318065,22,0.05104483195744575,0.1493610250207153
28,10-22,2,0.09712475319636066,22x212,0.04185349997715093,10,0.06916111645683011,0.3457299178646975,22,0.06298832348235689,0.16651956858380013
29,10-22,2,0.09450811938160868,22x212,0.030302200000733137,10,0.06690564685422262,0.3819470418989344,22,0.0648264500897145,0.15657074032177049
30,10-22,2,0.08301368914959409,22x212,0.03875109998625703,10,0.05688611060405071,0.3215684892968756,22,0.05133782240446984,0.1153674866203167
31,10-22,2,0.09007932773027807,22x212,0.03459870000369847,10,0.058650860395686656,0.3833631437996989,22,0.05939622667260932,0.17672182750950907
32,10-22,2,0.10358166605271776,22x212,0.038427499996032566,10,0.0755571732125573,0.36346239438827815,22,0.060772771931033136,0.18005701591115023
33,10-22,2,0.09552974195946298,22x212,0.04369809999479912,10,0.06989315214136244,0.36552864365207066,22,0.054990548678076026,0.16630659739724685
34,10-22,2,0.09472612534481914,22x212,0.04163019999396056,10,0.0602889050038083,0.3069117659266162,22,0.05607117845598651,0.1284509108648539
35,10-22,2,0.10526032894435318,22x212,0.044297699991147965,10,0.06519994063513072,0.3614844874592716,22,0.07127810219907109,0.2900028321593323
36,10-22,2,0.08199957324470418,22x212,0.04615490001742728,10,0.05472514246615251,0.3369836844587858,22,0.04857938284775408,0.16995469526987966
37,10-22,2,0.08776865706640256,22x212,0.049119000002974644,10,0.05660505320730061,0.3227225199877972,22,0.04486739716003903,0.15865984769820574
38,10-22,2,0.07131389392029877,22x212,0.02372040000045672,10,0.0403603582071356,0.4435451067287036,22,0.05069058582759134,0.17235234133531213
39,10-22,2,0.0815115472942404,22x212,0.024913600005675107,10,0.04724136763759986,0.35357450443189964,22,0.04848435963394872,0.22126227598713238
40,10-22,2,0.08516012080889775,22x212,0.02988079999340698,10,0.05454798562330614,0.3960834480444211,22,0.06449957795189061,0.15808466647469707
41,10-22,2,0.08986165836882648,22x212,0.03282520000357181,10,0.05719660109101146,0.38847422720914865,22,0.06363691737357306,0.14480740866785208
42,10-22,2,0.07931440677276778,22x212,0.03181010001571849,10,0.05095374806275437,0.3989306440895435,22,0.05421223530504796,0.18169837976171657
43,10-22,2,0.09397776133087399,22x212,0.026558299985481426,10,0.06853864892610602,0.37501505521871703,22,0.0570395179637871,0.20291463281178287
44,10-22,2,0.08670998774778357,22x212,0.026513799995882437,10,0.05631742456546486,0.3863731274949088,22,0.0574177374259482,0.17226458627565358
45,10-22,2,0.08372906932199292,22x212,0.03723749998607673,10,0.052998981175761094,0.38794120717182373,22,0.0606507623946881,0.1364245826499972
46,10-22,2,0.08454688897737492,22x212,0.028047800005879253,10,0.059457186018820184,0.3797646931506885,22,0.054069452642858416,0.15787774764482543
47,10-22,2,0.08093712530263936,22x212,0.04793770000105724,10,0.054173630417666735,0.37246204642688224,22,0.052800501675053686,0.16104662752606694
48,10-22,2,0.08246074097349623,22x212,0.02598129998659715,10,0.04970289864821565,0.39350889354091145,22,0.06808059652640235,0.15881063383127914
49,10-22,2,0.08566490183411749,22x212,0.02451579997432418,10,0.05388795791939469,0.3891493862668569,22,0.07065481878272252,0.2003314622879864
50,10-22,2,0.09015919233481272,22x212,0.038466099998913705,10,0.05578794988142484,0.39665188218842456,22,0.07504402234081282,0.18885473034209985
51,10-22,2,0.08680307853856688,22x212,0.04222610002034344,10,0.06493816118797732,0.4222127516429423,22,0.053912243820967466,0.17163966870323516
52,10-22,2,0.08176556520800066,22x212,0.03545880000456236,10,0.053373594102116284,0.4006151878836424,22,0.05647565596754856,0.1839861311931945
53,10-22,2,0.07982950366814628,22x212,0.029393899982096627,10,0.05077760913645499,0.40928707765055516,22,0.05720019759594408,0.20781403992465772
54,10-22,2,0.09094253179466084,22x212,0.03884449999895878,10,0.06339604123525511,0.3927596523175093,22,0.06824144010834021,0.1459673810331925
55,10-22,2,0.0765992517592729,22x212,0.041072299994993955,10,0.04364583567090444,0.37952923969024477,22,0.06619834627673728,0.15145498935029958
56,10-22,2,0.07343781337964404,22x212,0.032664199999999255,10,0.04716355071592408,0.3852302396176669,22,0.046725644451727284,0.1326162336927307
57,10-22,2,0.08362035710975073,22x212,0.04280830000061542,10,0.053688490078060536,0.3794118258214477,22,0.054457077191903396,0.14847440863929234
58,10-22,2,0.0988343970404353,22x212,0.03233459999319166,10,0.06804228900865456,0.38015147383440645,22,0.056050810544851164,0.22055207257935855
59,10-22,2,0.07480197968829769,22x212,0.03249910002341494,10,0.050465051691152854,0.43573680909296836,22,0.05099701733189297,0.1972550587610663
60,10-22,2,0.08837886225399257,22x212,0.04007109999656677,10,0.0608298304137336,0.3906531773823435,22,0.07109457373975706,0.16695310962012663
61,10-22,2,0.0845407179131521,22x212,0.0365678999805823,10,0.053808491203882106,0.3782823061957284,22,0.05712591857743527,0.1578028389107147
62,10-22,2,0.09159740549549994,22x212,0.04416949997539632,10,0.05208520619902711,0.3747987866686632,22,0.05612079805210797,0.1510565570165275
63,10-22,2,0.09049357188171156,22x212,0.0405853999836836,10,0.07020491873026194,0.41698858045270015,22,0.04930608687628568,0.16631685451539502
64,10-22,2,0.08960899743106043,22x212,0.04216020001331344,10,0.05321683023615798,0.4352425330023942,22,0.07253923711581957,0.15813236346499304
65,10-22,2,0.08289975365250192,22x212,0.03777940000873059,10,0.060616632854473634,0.3997897313561765,22,0.04929966276885748,0.18095029375655805
66,10-22,2,0.08990246791501337,22x212,0.036892499978421256,10,0.0558619103695086,0.42929811667158624,22,0.07060107794830305,0.16587967761528302
67,10-22,2,0.07910479103501418,22x212,0.032585700013441965,10,0.05648289457267498,0.43546192984030346,22,0.05939450993042651,0.1673127046914615
68,10-22,2,0.08251409399928047,22x212,0.029059499996947125,10,0.05900829161663696,0.4105407049719853,22,0.049304420668841456,0.16421672932381187
69,10-22,2,0.09227854152662633,22x212,0.027382200001738966,10,0.063124930512993,0.32401513898722145,22,0.054032337412209766,0.13298591421911682
70,10-22,2,0.08828002270234875,22x212,0.03056230000220239,10,0.06081508994468912,0.4330177641857745,22,0.06341655853612764,0.1994004991104299
71,10-22,2,0.09637126398975897,22x212,0.03386399999726564,10,0.06711324963057273,0.3784322320483044,22,0.05843165294112369,0.16356121334183005
72,10-22,2,0.09008821744722649,22x212,0.0476749999797903,10,0.062067621103568435,0.40597469527683316,22,0.06556794319117061,0.13800070689425292
73,10-22,2,0.09944618908443534,22x212,0.028536400001030415,10,0.06430447043103828,0.3594979115778225,22,0.07926991393485526,0.13938180540912629
74,10-22,2,0.08922449445534332,22x212,0.030022099992493168,10,0.06347271844666048,0.3344166308856123,22,0.05529985149923308,0.1540954357862762
