epoca,loss_train,loss_val
1,1.6018627191844739,1.5554327964782715
2,1.4508067306719328,1.2514431476593018
3,1.2314603124794208,1.1347413063049316
4,1.1599355653712624,1.1730931997299194
5,1.1021794159161418,1.0794076919555664
6,1.0751788851461912,1.0088292360305786
7,1.0246733960352445,0.9984605312347412
8,0.9684270949740159,1.0076053142547607
9,0.940438488596364,0.9466246962547302
10,0.8876258260325381,0.9151735901832581
11,0.8606855681068019,0.9736011028289795
12,0.8463179939671567,0.9092584848403931
13,0.7932928690784856,0.8579220771789551
14,0.7686520893322794,0.8089758157730103
15,0.726796606653615,0.8033275008201599
16,0.6748753048871693,0.8224650621414185
17,0.6900143450812289,0.7605187892913818
18,0.6424502698998702,0.7096245288848877
19,0.618908974685167,0.7161709070205688
20,0.5891706574904291,0.6206277012825012
21,0.49357763364126805,0.6101433038711548
22,0.5022039405609432,0.5927903056144714
23,0.48196765780448914,0.5537985563278198
24,0.4992214794221677,0.5567865967750549
25,0.4603095144817704,0.5509273409843445
26,0.42833964644294037,0.5219011902809143
27,0.3875699478544687,0.560434103012085
28,0.3858640152764948,0.5377733111381531
29,0.4431856811830872,0.5852363109588623
30,0.4232626227956069,0.5812641382217407
