,N,AS,MR,MS,MVP
N,95.5,0.0,0.5,3.0,1.0
AS,1.0,76.0,5.5,13.5,4.0
MR,0.0,4.0,78.5,14.499999999999998,3.0
MS,3.5000000000000004,4.0,3.5000000000000004,86.5,2.5
MVP,1.5,3.0,4.5,4.0,87.0
