,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,0,1
real_AS,0,37,1,0,2
real_MR,0,0,38,1,1
real_MS,0,1,0,38,1
real_MVP,1,2,0,1,36
