indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,SNR_-8db,N,New_N_001.wav,24-15-10-6,DeepONMF_H4,4,0.5008037688513112,6x212,0.028572299983352423,24,0.3233866600548621,0.307555079451472,0.015836299979127944,15,0.4195206266160736,0.24043512888720947,0.00469980004709214,10,0.3922189132458723,0.2005431690322392,0.0037840999430045485,6,0.48912248441288103,0.1517864794466741,0.003182400017976761
1,SNR_-8db,N,New_N_002.wav,24-15-10-6,DeepONMF_H4,4,0.49373591622030466,6x212,0.026422400027513504,24,0.32988607536602593,0.2810647261040297,0.014879300026223063,15,0.42466287497955924,0.20941496741765708,0.004738899995572865,10,0.4314157761454256,0.21053341202292677,0.0032553001074120402,6,0.4520552206017152,0.18180447315831827,0.002509100013412535
2,SNR_-8db,N,New_N_003.wav,24-15-10-6,DeepONMF_H4,4,0.4917224188143911,6x212,0.025671100011095405,24,0.3316346490373514,0.2918473799338321,0.014074399950914085,15,0.40976346821031384,0.21565349527537295,0.00457220000680536,10,0.41496028915648764,0.16818149227754292,0.0035403999499976635,6,0.4423786510872618,0.1450075415418379,0.0025806999765336514
3,SNR_-8db,N,New_N_004.wav,24-15-10-6,DeepONMF_H4,4,0.5165330350944942,6x212,0.02553380001336336,24,0.3312878476836231,0.2883771809978186,0.014295500004664063,15,0.43020887721223916,0.2036692847013027,0.004581799963489175,10,0.3906635251505728,0.17967367268604706,0.0031934999860823154,6,0.4417204033466749,0.1340768969749592,0.0024596001021564007
4,SNR_-8db,N,New_N_005.wav,24-15-10-6,DeepONMF_H4,4,0.48859104956847793,6x212,0.03049109992571175,24,0.3283834032039607,0.3050383100496548,0.017529600067064166,15,0.40332721185304043,0.2237019319442186,0.005547799984924495,10,0.42560112963464214,0.19432746007213314,0.0035589999752119184,6,0.4485710949749279,0.18362237850097393,0.002659899997524917
5,SNR_-8db,N,New_N_006.wav,24-15-10-6,DeepONMF_H4,4,0.49666909291953115,6x212,0.031007500016130507,24,0.32706813866481366,0.28673187247444953,0.017653699964284897,15,0.4146512837960179,0.24991133938740986,0.005958499968983233,10,0.42750655954457206,0.20821699649553466,0.003628700040280819,6,0.459889454177107,0.17879497346033904,0.002830499899573624
6,SNR_-8db,N,New_N_007.wav,24-15-10-6,DeepONMF_H4,4,0.4835416506626156,6x212,0.032372600049711764,24,0.3289780296610893,0.2829989802604337,0.01783559995237738,15,0.40382676640257975,0.2214057457805617,0.006696099997498095,10,0.39650261142829507,0.19952782092706728,0.0039385000709444284,6,0.4327176086119389,0.17808651168206852,0.0029315000865608454
7,SNR_-8db,N,New_N_008.wav,24-15-10-6,DeepONMF_H4,4,0.502167644161862,6x212,0.030532200005836785,24,0.3289782716825533,0.28298480808399556,0.017912099952809513,15,0.41885563782675633,0.2604132386197643,0.0048562000738456845,10,0.4485349597057862,0.17375864159256355,0.004012900055386126,6,0.4523085158995294,0.15799282416857605,0.002832000027410686
8,SNR_-8db,N,New_N_009.wav,24-15-10-6,DeepONMF_H4,4,0.4845383157825305,6x212,0.026367699960246682,24,0.32711965681791794,0.29637709573687765,0.014603200019337237,15,0.4100500166811534,0.2269738685546404,0.004826399963349104,10,0.41656579735602706,0.17760543240953036,0.0034064999781548977,6,0.4377553566627206,0.14168216066583195,0.0026445999974384904
9,SNR_-8db,N,New_N_010.wav,24-15-10-6,DeepONMF_H4,4,0.4926210362032837,6x212,0.028038599994033575,24,0.3272462631394335,0.29306144824859204,0.015240199980325997,15,0.430410416100333,0.20340891619981621,0.0053937999764457345,10,0.3978214329768063,0.1830937384043709,0.0033910999773070216,6,0.4398287134853767,0.15014379753861373,0.002621699939481914
